Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
IzyUnit: Price Per Unit ," This app allows you to sell your products by any Unit.
Like meter, kilogram, liter, lb, oz, etc.  Essential for greengrocers, grocery stores, butchers, parquet floors & much more.
No need to generate all the variations, our app does it for you. 

You can now sell products with decimal quantity!                  
It is mandatory when you sell fruits, vegetables, meats, drinks, or even cut-to-size fabrics.

Everything is automated. 

You can link and unlink products with just one click.
HUGE TIME-SAVING!

Let\'s say you want to link some products with these parameters:

* Unit: g
* Price: 30
*   Essential for greengrocers, grocery stores, butchers, parquet floors & much more.
No need to generate all the variations, our app does it for you. 

You can now sell products with decimal quantity!                  
It is mandatory when you sell fruits, vegetables, meats, drinks, or even cut-to-size fabrics.

Everything is automated. 

You can link and unlink products with just one click.
HUGE TIME-SAVING!

Let\'s say you want to link some products with these parameters:

* Unit: g
* Price: 30
*  more         Customers will be able to buy according to their needs.         Unit Price is displayed on product and collection pages for a better experience         Everything is automated.
You can link and unlink products in one click.    ",Rating (5),4,"January 8, 2021","Product options, Product options",contact@speaz.com
virtual product photo studio ," soona is the world\'s first virtual studio for e-commerce product photos & videos. $39/photo  Trusted by over 15,000 brands including Birchbox, Obvi, P&G, Humm, and more!

Meet the virtual studio. Build a shoot in the app by choosing your style, scenes, or even adding a model or stylist. Ship us your products, join from your browser, and collaborate with your photographer in real-time all within our virtual studio. 

Check out our curated Shopify packs starting at just $269/product or build your own shoot and only pay for the assets you love. $39/photo and $93/video clip.   Trusted by over 15,000 brands including Birchbox, Obvi, P&G, Humm, and more!

Meet the virtual studio. Build a shoot in the app by choosing your style, scenes, or even adding a model or stylist. Ship us your products, join from your browser, and collaborate with your photographer in real-time all within our virtual studio. 

Check out our curated Shopify packs starting at just $269/product or build your own shoot and only pay for the assets you love. $39/photo and $93/video clip.  more         schedule a virtual photo or video shoot         ship your first product to us for FREE.         view the shoot when it’s live and interact with the creatives.         receive your content within 24 hours and upload directly to your product listing    ",Rating (3.6),11,"March 17, 2020","Image editor, Product display - Other, Image editor, Product display - Other",hey@soona.co
GemPages Landing Page Builder ," Build, customize and optimize your store for conversion with a powerful visual editor to sell better  GemPages grants you the power of code without coding. Build as you envision with a versatile Drag & Drop Editor. Quickly create pages of any type by choosing from an extensive template library. Design an amazing brand experience with advanced customizations. Turn visits into sales with built-in conversion boosters. Leverage your marketing campaigns by launching high-performing landing pages. Convert mobile visitors with built-in loading speed optimizations. All in one place, on a visual canvas.   GemPages grants you the power of code without coding. Build as you envision with a versatile Drag & Drop Editor. Quickly create pages of any type by choosing from an extensive template library. Design an amazing brand experience with advanced customizations. Turn visits into sales with built-in conversion boosters. Leverage your marketing campaigns by launching high-performing landing pages. Convert mobile visitors with built-in loading speed optimizations. All in one place, on a visual canvas.  more         All page types: Home, Product, Collection, FAQ, Blog Posts, and Landing Pages         Stunning mobile-friendly templates that work with the latest Shopify themes         Conversion-driven elements that utilize FOMO: Countdown Timer, Stock Counter...         Customize blocks and elements with advanced options: Animations, Flow actions...         Automate content updates & build efficiently: Page Scheduling, Template Saving    ",Rating (4.9),"3,279","March 13, 2017
          ·","Page builder, Upselling and cross-selling - Other, Page builder, Upselling and cross-selling - Other",support@gempages.help
Avada EU GDPR Cookie Consent ," The app helps to collect customers’ consent of using personal data, fully complying with the law.  The GDPR policies require online merchants to obtain consent from EU visitors if they want to track and use their data on your website. So if you sell products to EU customers, AVADA Cookie Bar is for you. The app helps to easily collect customers’ consent of using personal data and ensure you are in compliance with the GDPR European Cookie Law   The GDPR policies require online merchants to obtain consent from EU visitors if they want to track and use their data on your website. So if you sell products to EU customers, AVADA Cookie Bar is for you. The app helps to easily collect customers’ consent of using personal data and ensure you are in compliance with the GDPR European Cookie Law  more         10+ pre-designed themes for cookie bar         Show privacy policy link in the cookie bar dynamically according user location         Higly customizable cookie bar (button text, color, multiple positions on desktop         Preview the cookie bar on desktop/mobile and storefront before publishing         Hide the cookie banner automatically after customer give consent    ",Rating (5),544,"April 15, 2022","Legal, Legal",support@avada.io
Unitpricer ‑ Weight Size Vol. ," Sell products by weight, size, length or volume in the POS App.  This app extends Shopify POS, s you can sell your products by weight, size or volume. Simply mark products as \'sell-by\', set up the pricing and start selling.

Important note: As of now this app works with Shopify POS only.

Supported Weight Units:
* oz, lbs
* g, kg


Supported Length & Area Units:
* in, ft, yard
* in squared, ft squared, yard squared
* mm, cm, m
* mm squared, cm squared, m squared


Supported Volume Units:
* gill, pint, quart, gallon
* ml, l

It\'s easy to switch between unit.   This app extends Shopify POS, s you can sell your products by weight, size or volume. Simply mark products as \'sell-by\', set up the pricing and start selling.

Important note: As of now this app works with Shopify POS only.

Supported Weight Units:
* oz, lbs
* g, kg


Supported Length & Area Units:
* in, ft, yard
* in squared, ft squared, yard squared
* mm, cm, m
* mm squared, cm squared, m squared


Supported Volume Units:
* gill, pint, quart, gallon
* ml, l

It\'s easy to switch between unit.  more         Set prices by weight, length, area or volume in imperial and metric units.         Easily create volume discounts for unitpricer products.         Generate product-based reports of sold amounts and revenue generated.    ",Rating (3.3),4,"May 2, 2019","Retail, Product variants - Other, Retail, Product variants - Other",support@pixelsafari.net
GDPR/CCPA + Cookie Management ," GDPR-compliant data management made easy for your customers. Browsing your store with confidence.  Stay compliant with GDPR, LGPD, CCPA-CPRA, VCDPA, PIPEDA, APPI and more with our app. Ready for EU/EEA, Switzerland, UK, Brazil, California (US), Virginia (US), Canada, and Japan-based stores. Our app is an essential tool for anyone running a dropshipping or print-on-demand (POD) store, and it\'s compatible with Shopify\'s Consent API and Online Store 2.0 themes. Join over 50 000 merchants already using our services to build trust with their customers.   Stay compliant with GDPR, LGPD, CCPA-CPRA, VCDPA, PIPEDA, APPI and more with our app. Ready for EU/EEA, Switzerland, UK, Brazil, California (US), Virginia (US), Canada, and Japan-based stores. Our app is an essential tool for anyone running a dropshipping or print-on-demand (POD) store, and it\'s compatible with Shopify\'s Consent API and Online Store 2.0 themes. Join over 50 000 merchants already using our services to build trust with their customers.  more         Easily comply with laws via the Compliance pages including data subject requests         Customizable cookie bar, fit to your brand, voice and vision.         Advanced cookie helpers - cookie scanner, info tables and cookie management         Accessibility compliant with WCAG 2.0 & Shopify Online Store 2.0         Learn app features with YouTube videos + All 24 EU languages covered    ",Rating (4.9),619,"May 3, 2019","Banners, Privacy, Banners, Privacy",apps-support@isenselabs.com
Pandectes GDPR Compliance ," We provide you with GDPR-compliant Cookie Consent Banners for your store in any language  Our application provides all the required tools to make your store compliant with different data regulations & avoid getting fined. If your store business is located or has visitors in the EU, EEA, Switzerland, UK, Brazil, California, Virginia, Canada,  Japan or Thailand then you need our app to ensure you are in compliance with the different laws. A must-have for dropshipping and print-on-demand (POD) stores.

It works with Shopify\'s Consent API, Online Store 2.0 themes & Headless stores.   Our application provides all the required tools to make your store compliant with different data regulations & avoid getting fined. If your store business is located or has visitors in the EU, EEA, Switzerland, UK, Brazil, California, Virginia, Canada,  Japan or Thailand then you need our app to ensure you are in compliance with the different laws. A must-have for dropshipping and print-on-demand (POD) stores.

It works with Shopify\'s Consent API, Online Store 2.0 themes & Headless stores.  more         Cookie consent banner with many layout and position options to fit your theme.         Multilingual content that can be used smoothly with your translation apps.         Customer data requests management with an associated page or block.         Scripts and cookies scanner with detailed results and curated content.         Cookies declaration with an associated page or block.    ",Rating (4.9),491,"September 26, 2018","Banners, Privacy, Banners, Privacy",support@pandectes.io
Booster: EU Cookie Bar GDPR ," Create a beautiful GDPR cookie consent bar before you\'ve finished your first coffee  Display a cookie consent or GDPR banner to your store visitors. You can choose to show the cookie bar for every country in the world or only EU countries. The app is user friendly and easy to customize so you can match the design of your shop. Use directly within the Shopify admin for a seamless workflow. You can display a beautiful  banner or bar to accept cookies. To decline cookies, you must provide your own instructions in your privacy policy to ensure you are in compliance with the GDPR.   Display a cookie consent or GDPR banner to your store visitors. You can choose to show the cookie bar for every country in the world or only EU countries. The app is user friendly and easy to customize so you can match the design of your shop. Use directly within the Shopify admin for a seamless workflow. You can display a beautiful  banner or bar to accept cookies. To decline cookies, you must provide your own instructions in your privacy policy to ensure you are in compliance with the GDPR.  more         Show a cookie bar or GDPR consent banner and link to your privacy policy         Customize the banner settings and text using our simple code-free style editor         Customize the cookie bar design and colors to match your theme and brand         Show your cookie consent GDPR banner globally or for EU customers only         24/7 live chat human support for when you have questions or need a hand    ",Rating (4.6),"2,995","December 9, 2016","Banners, Legal, Banners, Legal",support+cookie@boosterapps.com
Ultimate GDPR EU Cookie Banner ," Easily add a cookie consent banner to your store to increase customer confidence and brand trust.  Set up the app in one click and feature a cookie consent banner in your store. 

Works with all Shopify themes and layouts. Our EU cookie bar will inform your customers that your store uses cookies. The banner closes automatically once the customer clicks on the button.

Get complete design control to match the cookie banner with your brand’s design perfectly. Change colors, fonts, texts, and layouts.   Set up the app in one click and feature a cookie consent banner in your store. 

Works with all Shopify themes and layouts. Our EU cookie bar will inform your customers that your store uses cookies. The banner closes automatically once the customer clicks on the button.

Get complete design control to match the cookie banner with your brand’s design perfectly. Change colors, fonts, texts, and layouts.  more         Inform your customers that your store is uses cookies for certain purposes         Get complete design control to perfectly match the cookie banner with your brand         Show cookie bar exclusively to EU store visitors or show it to all visitors         Control desktop and mobile placements of your cookie bar         Link to your privacy policy page    ",Rating (5),177,"July 27, 2020","Privacy, Privacy",support@conversionbear.com
WhatsApp Chat Widget SeedGrow ," Display WhatsApp click-to-chat widget/button on all product page, collection page, blog, and more!  This WhatsApp Chat Widget makes online interactions instant, easy, and powerful. 
It helps your visitors get in touch with your business quickly. And after some pre-sales questions, it will be much easier for you to close a deal! It allows you to design your WhatsApp floating widget while previewing the changes. You can customize the WhatsApp button design, display conditions, GDPR compliance notice, or show/hide specific agents on their days off. 
Set up WhatsApp for your Shopify store today!   This WhatsApp Chat Widget makes online interactions instant, easy, and powerful. 
It helps your visitors get in touch with your business quickly. And after some pre-sales questions, it will be much easier for you to close a deal! It allows you to design your WhatsApp floating widget while previewing the changes. You can customize the WhatsApp button design, display conditions, GDPR compliance notice, or show/hide specific agents on their days off. 
Set up WhatsApp for your Shopify store today!  more         Responsive design of WhatsApp icon, button, and chat widget.         Create single agent and multiple agents on the same store.         Customize agent name, title, custom working hours, and prefilled messages.    ",Rating (4.7),67,"November 18, 2021
          ·","Chat, Contact form, Chat, Contact form",help@seedgrow.net
beeclever GDPR Legal Cookie ," Make your store GDPR compliant with ease  GDPR Legal Cookie complies with the general rules for using a cookie banner. In doing so, the app prevents cookies and scripts from being set according to the visitor\'s choice. The cookie banner can be designed in the app\'s own editor so that the design matches the store design.   GDPR Legal Cookie complies with the general rules for using a cookie banner. In doing so, the app prevents cookies and scripts from being set according to the visitor\'s choice. The cookie banner can be designed in the app\'s own editor so that the design matches the store design.  more         Compatible with all cookies and tracking scripts of your apps and integrations         Bring your store to legal compliance in minutes without effort and knowledge         Easy editor as known from Shopify and also easy setup of third party cookies    ",Rating (4.8),275,"December 18, 2019","Popups, Privacy, Popups, Privacy",support@gdpr-legal-cookie.com
QR Code Generator Hub ," The complete QR Code solution. Unlimited dynamic QR Codes. Infinite options to drive your marketing.  QR Code Generator Hub is the all-in-one solution to drive your offline-to-online sales and marketing. It\'s easy-to-use, reliable, and powerful. The app includes unlimited creating, scanning and tracking of worry-free dynamic QR Codes. Customize the look with your logo and style.  Integrate into your conversion funnel with discount codes, checkout links and custom behaviors. Go further with bulk creation, sales tracking, order generated QR Codes, tickets, upsells and much more.   QR Code Generator Hub is the all-in-one solution to drive your offline-to-online sales and marketing. It\'s easy-to-use, reliable, and powerful. The app includes unlimited creating, scanning and tracking of worry-free dynamic QR Codes. Customize the look with your logo and style.  Integrate into your conversion funnel with discount codes, checkout links and custom behaviors. Go further with bulk creation, sales tracking, order generated QR Codes, tickets, upsells and much more.  more         Easily create and track stunning QR Codes with your style and logo.         Go worry-free with Dynamic QR Codes that you can update AFTER they are printed.         Link anywhere; do anything. Deep Shopify integrations drives higher conversions.         Do it all: Bulk creation, GA integration, sales tracking, tickets and much more.         USA based phone and email support; world-class security and data protection    ",Rating (5),99,"December 21, 2020","Retail, Offline marketing, Retail, Offline marketing",+1-415-223-1327
Selector—Geo Market Switchers ," Switch currency & language, markets & country selectors, automatic markets recommendations.  Show your visitors the correct product prices, languages and currencies by country. Geolocation detection helps to recommend markets, makes language recommendations or redirects automatically to the right market. Let customers switch markets anytime manually, pick a local currency for international orders in currency switchers, move to a correct international market with market selectors, country switchers, and language selectors. Don\'t lose customers from the whole world and boost global sales.   Show your visitors the correct product prices, languages and currencies by country. Geolocation detection helps to recommend markets, makes language recommendations or redirects automatically to the right market. Let customers switch markets anytime manually, pick a local currency for international orders in currency switchers, move to a correct international market with market selectors, country switchers, and language selectors. Don\'t lose customers from the whole world and boost global sales.  more         Unlimited languages, currencies, countries and markets switchers and its combo         Pre-designed templates and types: drop-down, wheel, inline, modal, and more         Vaste of color schemes so selectors can match store design         Geolocation recommendations banner detects by customer\'s location         Fully compatible with Shopify Markets with possibility to switch between markets    ",Rating (5),65,"February 17, 2022","Currency, Language and translation, Currency, Language and translation",+1 (929) 237-1255
XO Gallery ," Embedding a photo gallery into your store is incredibly easy with XO Gallery.  XO Gallery offers a ton of great features to customize your gallery until you\'re satisfied. It supports modern Grid, Masonry, Stack, Justified, Carousel and Slider layouts. Not only that, but you can even customize each photo in the gallery and even modify them for desktop, laptop, mobile and tablet to suit your liking.

Designing with the user in mind, XO Gallery is a mobile-first responsive app that gorgeously displays your gallery regardless of the device your visitors are viewing it with.   XO Gallery offers a ton of great features to customize your gallery until you\'re satisfied. It supports modern Grid, Masonry, Stack, Justified, Carousel and Slider layouts. Not only that, but you can even customize each photo in the gallery and even modify them for desktop, laptop, mobile and tablet to suit your liking.

Designing with the user in mind, XO Gallery is a mobile-first responsive app that gorgeously displays your gallery regardless of the device your visitors are viewing it with.  more         Create any number of galleries with unlimited photos.         Easy to upload and organize.         Hotstpot/lookbook: tag products into image.         Function smoothly on every screen-size to never miss a potential customer.    ",Rating (4.8),127,"September 26, 2018
          ·","Lookbooks, Image galleries, Lookbooks, Image galleries",hi@xotiny.com
All‑in‑One Volume Discounts ," Set up automatically applied volume discounts. Promote tiered pricing. Display bulk savings on cart.  Volume Discounts that can be easily setup, automatically applied, and professionally promoted!

Create bulk prices / tiered discount which increase based on order size or quantity breaks. 

Setup tiered pricing to apply to all products or a custom selection. Apply a variable percentage or fixed amount discount per product. Ex: 5% off 2+ items, 10% off 5+ items.

Promote volume discounts on any page- product, collection, cart!

Use our optimized cart summary to show total savings on cart.   Volume Discounts that can be easily setup, automatically applied, and professionally promoted!

Create bulk prices / tiered discount which increase based on order size or quantity breaks. 

Setup tiered pricing to apply to all products or a custom selection. Apply a variable percentage or fixed amount discount per product. Ex: 5% off 2+ items, 10% off 5+ items.

Promote volume discounts on any page- product, collection, cart!

Use our optimized cart summary to show total savings on cart.  more         Setup & promote bulk quantity volume discount tiers to increase AOV & conversion         Use our discount promotion widgets to show customers their savings as they shop!         The cart summary of the discount app shows total discount savings + new subtotal         Easily offer discounts based on item/order volume quantity- Buy X and Get % Off.         Display discounted tiered pricing on product and cart pages to increase AOV.    ",Rating (5),10,"November 8, 2022","Discounts, Buy one, get one (BOGO), Discounts, Buy one, get one (BOGO)",support@volumediscountsapp.com
Sticky Add To Cart Bar Pro ," When the customer scrolls the page, Sticky ATC makes potential users pay attention to your products.  Increase your revenue by having a smart sticky product bar, which will make potential customers pay attention to your products. 

Our Sticky Add To Cart app will know when the customer tends to scroll up & is looking to add product to the cart. It appears at just the right time, in the right place. This is for the ultimate convenience while still keeping customers focused on the main contents, like description, features…etc. you can modify everything you want to match your online store perfects.   Increase your revenue by having a smart sticky product bar, which will make potential customers pay attention to your products. 

Our Sticky Add To Cart app will know when the customer tends to scroll up & is looking to add product to the cart. It appears at just the right time, in the right place. This is for the ultimate convenience while still keeping customers focused on the main contents, like description, features…etc. you can modify everything you want to match your online store perfects.  more         Modify everything you want to match your online store perfectly.         Auto encloses to any themes, including the most popular themes on the market.         Show Sticky Add to Cart Bar on your home page or any of the pages.         Support multi stores, currencies, and languages (Automatically)         Fast CDN based performance + Integrate with google analytics    ",Rating (4.9),83,"June 16, 2017","Popups, Popups",kurveej@gmail.com
Gelato: Print on Demand , Create and sell custom print on demand products  Gelato is here to make creators around the world turn their dreams into reality. To help unlock their potential. To connect people and ideas everywhere and turn them into real products that can be sold anywhere. Together we bring creativity to life and into business.   Gelato is here to make creators around the world turn their dreams into reality. To help unlock their potential. To connect people and ideas everywhere and turn them into real products that can be sold anywhere. Together we bring creativity to life and into business.  more         Turn your passion into profit with our global print on demand network         Local production to reduce carbon emissions         Make a lasting impression with high-quality products    ,Rating (4.5),181,"June 17, 2020","Dropshipping, Print on demand (POD), Dropshipping, Print on demand (POD)",merchantsupport@gelato.com
Multi Announcement Bar & GDPR ," Create a announcement bar to easily publish information about your website to customers  With Multi Announcement Bar, you can easily and conveniently design the announcement bar according to the text, font size and theme color you want to display, and publish the announcement bar in your store. The announcement bar can show customers the promotion of the store information or other important information to attract the attention of customers   With Multi Announcement Bar, you can easily and conveniently design the announcement bar according to the text, font size and theme color you want to display, and publish the announcement bar in your store. The announcement bar can show customers the promotion of the store information or other important information to attract the attention of customers  more         Customize the billboard style and place it where you want customers to see it.         It is independent on your page, won\'t cover your navigation.         Provide design template backgrounds, you can also upload your own backgrounds.         EU GDPR Cookie Bar informs customers that cookies are being used.         Installation does not insert code, and uninstallation leaves no code residue.    ",Rating (5),75,"January 10, 2020","Banners, Banners",support@seoant.com
1‑Click Sticky Add To Cart Bar ," Sell more with Fast Checkout, Always Visible Sticky Bar & Sticky Add To Cart button  Increase your sales with always visible Sticky Add To Cart by making it easy for your customers to purchase. 
Skip the cart page and Send your customers straight to checkout and reduce abandoned carts. 
Mobile Awesome Design that looks great on any mobile device and in any resolution. 
Track all click events to understand how much value is generated by the app
Store-specific customizations to perfectly fit your store
Full integration with Dawn and Online Store 2   Increase your sales with always visible Sticky Add To Cart by making it easy for your customers to purchase. 
Skip the cart page and Send your customers straight to checkout and reduce abandoned carts. 
Mobile Awesome Design that looks great on any mobile device and in any resolution. 
Track all click events to understand how much value is generated by the app
Store-specific customizations to perfectly fit your store
Full integration with Dawn and Online Store 2  more         Fast Checkout to send your customer straight to the checkout page with one click         Always visible Sticky Add To Cart Button to make sure that you won\'t miss a sale         Reduce cart abandonment rate and generate more sales         Support Shopify Multi Currencies and all currency conversion apps         Full Multi-Language Support including translations    ",Rating (5),52,"March 18, 2022","Banners, One-click checkout, Banners, One-click checkout",support@zoorix.com
Enorm Image Gallery + Video ," Image Gallery is an elegant tool to build a photo/video album of your products.  You can create Unlimited image or video galleries for your store and give your customers a fantastic experience. Let your customers know all the fine details when they open the image in a full screen pop up.

Add titles - You can add titles to each image and even link those titles to any page.
Add captions to images.
Add Alt tags - SEO friendly images.
 Now you can add alt tags in images to boost SEO.
Protect you images with disable right click.
Add call to action links for images.   You can create Unlimited image or video galleries for your store and give your customers a fantastic experience. Let your customers know all the fine details when they open the image in a full screen pop up.

Add titles - You can add titles to each image and even link those titles to any page.
Add captions to images.
Add Alt tags - SEO friendly images.
 Now you can add alt tags in images to boost SEO.
Protect you images with disable right click.
Add call to action links for images.  more         Create  image or video gallery with or w/o popups. Add links, title & alt tags.         Make fully customizable video  gallery using your YouTube or Vimeo videos.         Create a main/parent layout & link child galleries to the main .    ",Rating (4.9),440,"March 28, 2017","Lookbooks, Image galleries, Lookbooks, Image galleries",info@enormapps.com
GO Product Page Gallery + Zoom ," GO levels up your product page by giving you the tools to fully customize your product image gallery  Create an ideal shopping experience with a product page gallery exclusively tailored 
to your customer’s needs! GO is a powerful app with many features that you can configure for mobile and desktop devices to increase brand awareness and drive sales.   Create an ideal shopping experience with a product page gallery exclusively tailored 
to your customer’s needs! GO is a powerful app with many features that you can configure for mobile and desktop devices to increase brand awareness and drive sales.  more         Customize product images with carousel, thumbnails, slider, arrows, bullets, etc         Clarify pictures with a high quality image zoom lightbox and zoom magnify         Configure mobile and desktop individually. Supports touch, swiping and pinch.         Includes multiple layout options, infinite loop and variant image compatibility         Compatible with videos, 3D models, and supports a wide variety of themes    ",Rating (4.9),57,"December 2, 2021","Image slider, Image galleries, Image slider, Image galleries",support@galaxio.io
GA ‑ Free Gift | BOGO ," Create your own free gift offers. Free gifts make customers happier and motivate them to spend more.  With a help of free gifts app, you can create different custom offers with additional products, which will help you to increase your selling income. The free gift is easy to access and streamlines the customer journey. Your visitors can quickly receive to the cart the additional products they want — without disrupting the shopping experience.   With a help of free gifts app, you can create different custom offers with additional products, which will help you to increase your selling income. The free gift is easy to access and streamlines the customer journey. Your visitors can quickly receive to the cart the additional products they want — without disrupting the shopping experience.  more         Free Gift With Purchase         Increase your AOV with the same traffic         Track revenue and AOV         Different types of conditions    ",Rating (5),22,"November 1, 2022","Gift with purchase, Buy one, get one (BOGO), Gift with purchase, Buy one, get one (BOGO)",geo@good-apps.co
Photo Gallery | Robin PRO ," Create fast, beautiful photo galleries that sell. Protect them with watermarks, publish in seconds.  With Robin PRO you can easily create beautiful, fast, mobile-friendly photo galleries. You can protect your images with watermarks and link them to products to drive sales. Create pixel-perfect grid and masonry layouts. Robin PRO helps you unlock a whole new level of speed by optimizing and lazy-loading your images in the perfect size and format from a fast CDN. Simple admin to upload your images in bulk and publish them in seconds. Friendly support to help you migrate your existing galleries.   With Robin PRO you can easily create beautiful, fast, mobile-friendly photo galleries. You can protect your images with watermarks and link them to products to drive sales. Create pixel-perfect grid and masonry layouts. Robin PRO helps you unlock a whole new level of speed by optimizing and lazy-loading your images in the perfect size and format from a fast CDN. Simple admin to upload your images in bulk and publish them in seconds. Friendly support to help you migrate your existing galleries.  more         Load galleries fast thanks to optimization, lazy loading, smart sizing and CDN.         Deliver flawless shopping experience to your customers on mobile devices.         Drive sales from within your photo galleries by linking them to products.         Apply watermarks to keep your gallery images safe from theft.         Add alt tags for SEO-friendly images and improved visibility on search engines.    ",Rating (5),90,"June 17, 2019","Image galleries, Image galleries",apps@klimo.io
PRODUCT DESCRIPTION GENERATOR ," Increase sales by generating high converting product descriptions, and SEO friendly descriptions  Introducing \""Product Description Generator\"" app powered by advanced AI technology. With our app, you can quickly and easily generate high-quality, engaging product descriptions that will help you stand out from the competition and drive more sales.

Try it now and boost your sales.   Introducing \""Product Description Generator\"" app powered by advanced AI technology. With our app, you can quickly and easily generate high-quality, engaging product descriptions that will help you stand out from the competition and drive more sales.

Try it now and boost your sales.  more         You can generate product description, blog posts, fb ads, google ads, etc.         You can generate product descriptions in 10+ languages.         We have made the user interface simple to use and easily understandable.    ",Rating (5),74,"March 12, 2021","SEO, SEO",+918319266079
Fueled Google Analytics (GA4) ," Push client-side and server-side attribution events to Google Analytics 4 with a no-code setup.  Migrating to Google Analytics 4 can be challenging. Fueled\'s Google Analytics 4 App makes it easy to get up and running with GA4 in minutes. No coding is required.

Leverage our combination of client-side and server-side events for reliable attribution tracking that respects shoppers\' privacy settings. Customize events using our attribution library and open data layer. Send point-of-sale, recurring subscription purchases, and \""offline purchases\"" to Google Analytics 4.   Migrating to Google Analytics 4 can be challenging. Fueled\'s Google Analytics 4 App makes it easy to get up and running with GA4 in minutes. No coding is required.

Leverage our combination of client-side and server-side events for reliable attribution tracking that respects shoppers\' privacy settings. Customize events using our attribution library and open data layer. Send point-of-sale, recurring subscription purchases, and \""offline purchases\"" to Google Analytics 4.  more         Easy, No-Code Install. Start tracking a dozen event types in GA4 in minutes.         Make better decisions and increase ROAS with accurate Google Analytics 4 data.         Track every purchase, including POS & recurring with server-side attribution.         Fully customizable client-side tracking solution for Google Analytics 4 events.         Leverage our data layer to set up consistent Facebook Pixel tracking as well.    ",Rating (5),6,"October 3, 2022","Sales analytics, Sales analytics",support@fueled.io
Content Genius AI ," Looking to create powerful, multilingual content for your store? Content Genius AI can help!  With Content Genius AI, you can create unique content in multiple languages, including descriptions, SEO title & meta description. You can also add custom keywords to help with SEO.

Content Genius AI is the perfect tool for busy ecommerce stores who need quality content but don\'t have the time or resources to create it themselves. 

Get started today and see the difference Content Genius AI can make for your business!   With Content Genius AI, you can create unique content in multiple languages, including descriptions, SEO title & meta description. You can also add custom keywords to help with SEO.

Content Genius AI is the perfect tool for busy ecommerce stores who need quality content but don\'t have the time or resources to create it themselves. 

Get started today and see the difference Content Genius AI can make for your business!  more         Easy to use and helps you to create high-quality content quickly and efficiently         Create content in multiple languages. Perfect for expanding into new markets.         Product & Collection descriptions         You can add custom keywords to your content, which is helpful for SEO purposes.         Page title & Meta Description    ",Rating (5),7,"December 12, 2022","Language and translation, Store data - Other, Language and translation, Store data - Other",app@samuelbelolo.com
Store Pickup By Genie Apps ," Offer store pickup with the date and time picker. Store Pickup can help increase product sales.  Our store pickup solution provides your customers with a seamless pickup option that integrates with your store\'s existing shipping and styling. If you have a physical location and a Shopify store then this solution is perfect for you to provide a complete store pickup solution. With this store pickup solution, you can boost your conversion rates and provide customers with a great solution to pick up their orders in-store. This would save shipping costs for your customers who live locally.   Our store pickup solution provides your customers with a seamless pickup option that integrates with your store\'s existing shipping and styling. If you have a physical location and a Shopify store then this solution is perfect for you to provide a complete store pickup solution. With this store pickup solution, you can boost your conversion rates and provide customers with a great solution to pick up their orders in-store. This would save shipping costs for your customers who live locally.  more         Customers can schedule their store pickup orders using date and time picker.         You can add unlimited no of locations from which your customers can pick from.         Each location\'s pickup time and availability can be controlled.         You can limit no of orders per time slot and per day for social distance.         You can translate app to any store language.    ",Rating (5),130,"January 27, 2020","In-store pickups, In-store pickups",support@genieapps.xyz
EU GDPR Cookies Notification ," Stay GDPR/CCPA compliant with transparent cookie banners & preferences while staying on-brand.  With Omega, you can tailor a cookie consent bar that stays on brand and build trust.
Visitors can see what cookies are used & what they do while having the freedom to change their preferences anytime. Plus, you can allow data subjects to view, delete or modify personal data you store about them. Consent & requests management won\'t cost you a lot of time with our management dashboard right in-app. Most of all, the app integration allows you to control Facebook pixel fires according to consent.   With Omega, you can tailor a cookie consent bar that stays on brand and build trust.
Visitors can see what cookies are used & what they do while having the freedom to change their preferences anytime. Plus, you can allow data subjects to view, delete or modify personal data you store about them. Consent & requests management won\'t cost you a lot of time with our management dashboard right in-app. Most of all, the app integration allows you to control Facebook pixel fires according to consent.  more         Customize cookie banner & preference look so they stay compliant and on brand         Auto-scan cookies you\'re saving so you don\'t have to do it manually         Target all countries, only EU and/or California visitors as you see fit         Allow data subjects to execute their rights (request to view, edit or delete)         Notify Shopify about consent status to limit their default cookies accordingly    ",Rating (4.8),205,"March 19, 2018","Privacy, Privacy",support@omegatheme.com
GA: Gift Wrap | Product Addons ," Your buyers can quickly add to the cart the additional products they want  The Product Accessories and Gift Wrap application is a tool, which will help you to make offers better with custom add-ons. With a help of it, you can create different custom offers with additional products, which will help you to increase your selling income. Allow customers to select gift wrap & message for their orders. The product accessories and gift wrap is easy to access and streamlines the customer journey.   The Product Accessories and Gift Wrap application is a tool, which will help you to make offers better with custom add-ons. With a help of it, you can create different custom offers with additional products, which will help you to increase your selling income. Allow customers to select gift wrap & message for their orders. The product accessories and gift wrap is easy to access and streamlines the customer journey.  more         Increase your AOV with the same traffic         Add-Ons product  (warranty, gifts)         Ultimate sales boost         Track revenue and AOV    ",Rating (5),19,"September 22, 2022","Gift wrapping, Purchase options - Other, Gift wrapping, Purchase options - Other",geo@good-apps.co
