Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
Mobile App Builder ‑ Swipecart ," No code mobile app builder to convert your store into a mobile application  Swipecart, a mobile app builder, focuses on increasing mobile conversions, recurring orders, and brand revenue.

Without the necessity of code, push real-time updates about products, inventory, prices, and promotional offers. Get access to unlimited push notifications. This means you won\'t have to depend upon ads to re-engage with your existing customers. Our team will guide you towards your mobile app success from the very start to the finish line.   Swipecart, a mobile app builder, focuses on increasing mobile conversions, recurring orders, and brand revenue.

Without the necessity of code, push real-time updates about products, inventory, prices, and promotional offers. Get access to unlimited push notifications. This means you won\'t have to depend upon ads to re-engage with your existing customers. Our team will guide you towards your mobile app success from the very start to the finish line.  more         iOS and Android Mobile application for your store         Abandoned card recovery through abandoned cart push notifications         Audience segmentation and details app usage analytics    ",Rating (4.9),48,"August 5, 2022","Mobile app builder, Mobile app builder",7603899794
Happy Returns a PayPal company ," We make returns beautiful for shoppers, merchants, and the planet.  We provide end-to-end returns solutions through a unique combination of returns software and reverse logistics. Through our nationwide network of Return Bar locations, we delight shoppers by enabling them to drop off returns with no packaging or printing in under 60 seconds. Returns are aggregated and shipped using reusable totes, reducing costs for merchants and increasing sustainability by reducing cardboard waste and carbon emissions.   We provide end-to-end returns solutions through a unique combination of returns software and reverse logistics. Through our nationwide network of Return Bar locations, we delight shoppers by enabling them to drop off returns with no packaging or printing in under 60 seconds. Returns are aggregated and shipped using reusable totes, reducing costs for merchants and increasing sustainability by reducing cardboard waste and carbon emissions.  more         Automate returns and exchanges via a branded return portal         Customize return reasons and refund methods, apply policy rules automatically         Convert refunds into revenue with Return Shopping and one-click exchanges         Save up to 40% on return shipping with our network of 5,000+ Return Bars         Utilize powerful real-time returns tracking and reporting directly in Shopify    ",Rating (3.1),14,"November 12, 2020","Returns and exchanges, Returns and exchanges",retailer-support@happyreturns.com
ShipBob Fulfillment ," ShipBob partners with DTC and B2B brands to pick, pack, and ship orders across 40+ global locations.  With ShipBob, e-commerce brands get world-class logistics for all your sales channels, globally. Showcase your brand by using our full customization suite - packaging, inserts, and more. Online orders are picked, packed, and shipped same-day, using the delivery speed you choose. Have B2B/Wholesale orders? ShipBob can manage the retailer compliance, including EDI documents. And with 40+ warehouses across 6 countries, ShipBob can grow with you.   With ShipBob, e-commerce brands get world-class logistics for all your sales channels, globally. Showcase your brand by using our full customization suite - packaging, inserts, and more. Online orders are picked, packed, and shipped same-day, using the delivery speed you choose. Have B2B/Wholesale orders? ShipBob can manage the retailer compliance, including EDI documents. And with 40+ warehouses across 6 countries, ShipBob can grow with you.  more         Same-day shipping ensures your customers\' orders arrive on time.         Our Customization Suite allows you to build your own unboxing experience.         Expand globally with duties-paid shipping options and warehouses in 6 countries.         B2B/EDI compliance managed for you in-house for your retail expansion needs.         Free, easy-to-use Shopify integration, plus REST APIs for ERPs (e.g. Netsuite)    ",Rating (4.4),158,"February 19, 2021","Outsourced fulfillment, Outsourced fulfillment",1 (312)-313-1104
"Yanet: FAQ Page, Product FAQs "," FAQ page app help merchant build a flexible FAQ page with an existed template and a custom style  Professional FAQ app helps merchants create a nice FAQ page without coding skills in a few minutes. Responsive and many clever themes available. Native store language translation. Merchant can show FAQs on product page. Wealthy text editor for answers and categories. Customizable FAQ page URL. Enable customer to seek out for FAQ on search bar. Custom CSS FAQ to look nice on FAQ page. Template live preview. FAQs import and export   Professional FAQ app helps merchants create a nice FAQ page without coding skills in a few minutes. Responsive and many clever themes available. Native store language translation. Merchant can show FAQs on product page. Wealthy text editor for answers and categories. Customizable FAQ page URL. Enable customer to seek out for FAQ on search bar. Custom CSS FAQ to look nice on FAQ page. Template live preview. FAQs import and export  more         Unlimited FAQ, Category: merchant can add many FAQs, categories         Product FAQ: display FAQs to product page to increase sales and conversion rate         Multi-language support: can translate FAQs to any language that you want         Google SEO snippets support         Many professional templates for a beautiful FAQ page    ",Rating (5),47,"May 19, 2022","FAQ, Store pages - Other, FAQ, Store pages - Other",support@yanet.io
Contact Us Form with Captcha ," Create a professional and easy-to-use contact form with our powerful Contact Us Form app.  The HulkApps Contact Us Form with Captcha app is an easy-to-use, fully responsive, and customizable form builder app that lets you add a contact form to your current store theme and set up auto-responders for all form submissions. You can also change the number and types of fields that must be filled out on the contact forms. With a one-step database, it is easier to track all your entries and never lose a significant lead again.   The HulkApps Contact Us Form with Captcha app is an easy-to-use, fully responsive, and customizable form builder app that lets you add a contact form to your current store theme and set up auto-responders for all form submissions. You can also change the number and types of fields that must be filled out on the contact forms. With a one-step database, it is easier to track all your entries and never lose a significant lead again.  more         Customize your Contact Form with six customizable fields to match your store.         Create the form by yourself and add it to your Contact Page.         You can build a worthwhile email list through the contact form you create.         Built-in reCAPTCHA element that protects against spam and abuse.         Easily export submission forms in a format that sorts them by date.    ",Rating (4.7),291,"September 8, 2017
          ·","Contact form, Feedback and surveys, Contact form, Feedback and surveys",872-205-1773
Multi Vendor Marketplace ," Convert your ECommerce Store to a Fully Fledged Marketplace. 
Earn commission on seller\'s orders.  This module is a great tool to convert your shop into a fully functioning marketplace. It facilitates the process of adding sellers and keep track of their sales. Sellers (or vendors) can have their own profile and collection page with variety of products. Admin (or merchant) can easily set individual commission and global commission for all the sellers. The Sellers can add Unlimited Products. Sync products from Sellers with Shopify Store, Wordpress Store, Prestashop Store or Magento Store.   This module is a great tool to convert your shop into a fully functioning marketplace. It facilitates the process of adding sellers and keep track of their sales. Sellers (or vendors) can have their own profile and collection page with variety of products. Admin (or merchant) can easily set individual commission and global commission for all the sellers. The Sellers can add Unlimited Products. Sync products from Sellers with Shopify Store, Wordpress Store, Prestashop Store or Magento Store.  more         Admin can set global commission & can also set separate commission for sellers.         Product /Seller added through CSV file. Products bulk edit by CSV.         Admin can assign existing product to the sellers.         Seller can have their own ‘Profile Page’ on the store.         Partner Friendly.    ",Rating (4.5),589,"April 20, 2015","Finding suppliers, Finding suppliers",(+91)-9870284067
MY ONLINE FASHION STORE ," We are wholesale company based in USA providing access to over 6000 ready to ship fashion items.  Utilizing our app will provide you with instant access to over 6000 items, with over 200 new styles added every other week. No more shipping delays, all items will be shipped from our warehouse in Los Angeles, CA., Easily pick and choose items you want to sell in your store, with just few simple clicks. All our items are sources from manufacturers based in Los Angeles, to insure merchandise we carry are high quality and true to size. We also offer Free return service as well as custom packaging.   Utilizing our app will provide you with instant access to over 6000 items, with over 200 new styles added every other week. No more shipping delays, all items will be shipped from our warehouse in Los Angeles, CA., Easily pick and choose items you want to sell in your store, with just few simple clicks. All our items are sources from manufacturers based in Los Angeles, to insure merchandise we carry are high quality and true to size. We also offer Free return service as well as custom packaging.  more         Fast Shipping & Free Returns
Guaranteed 5-7 day delivery 
Hassle Free Returns         Huge Catalog w/ Low Prices
Over 6000 Skus in Stock with high profit margins.         Responsive Customer Support
Support Available via phone, email and live chat.    ",Rating (4.3),258,"November 7, 2017","Dropshipping, Finding suppliers, Dropshipping, Finding suppliers",866.298.8402
qikify Smart Menu ‑ Mega Menu ," Easily create a mega menu for your store without any coding. Pre-designed templates are provided.  With qikify Smart Menu you can easily create a mega menu to enhance store’s design and increase conversion without coding. qikify Smart Menu helps you quickly and easily to create a mega menu with pre-designed templates and an unlimited number of menu items. Customization helps improve your store design and enhance customer experience by providing clear and flexible navigation.  You can boost sales by promoting featured products, collections, and banners with flexible widgets.   With qikify Smart Menu you can easily create a mega menu to enhance store’s design and increase conversion without coding. qikify Smart Menu helps you quickly and easily to create a mega menu with pre-designed templates and an unlimited number of menu items. Customization helps improve your store design and enhance customer experience by providing clear and flexible navigation.  You can boost sales by promoting featured products, collections, and banners with flexible widgets.  more         Add Product, Collection (support filter by tags), Pages and custom links in menu         Create menu with block items, contact form, google map and custom HTML         Add eye-catching labels, badges, icons to attract customers to special deals         Fullly customize (font, color, size, etc) and unlimited number of menu items         Create multi-level menu with templates (mega menu, tabs menu, tree menu, etc)    ",Rating (4.9),694,"September 26, 2018","Navigation and filters, Navigation and filters",support@qikify.zohodesk.com
Post‑Purchase Survey Question ," Create a post-purchase survey. Get to know customers\' experience to make the products better.  What could you tell me about your customers if I asked you these few simple questions:

* Where do most of them find out about you?
* Who else do they consider buying from?
* What product are they looking for next?

If you’re not the brand that knows the most about your customers then some other brands are, and that’s a huge advantage.

This app provides a tool to grow your business, and why understanding your customers’ experience is essential to creating better products.   What could you tell me about your customers if I asked you these few simple questions:

* Where do most of them find out about you?
* Who else do they consider buying from?
* What product are they looking for next?

If you’re not the brand that knows the most about your customers then some other brands are, and that’s a huge advantage.

This app provides a tool to grow your business, and why understanding your customers’ experience is essential to creating better products.  more         Customisable survey question         Survey revenue analysis         Works with all themes    ",Rating (4.8),50,"March 2, 2021","Order tagger, Popups, Order tagger, Popups",app@roartheme.com
UpCount: Live Visitors Counter ," Increase scarcity, social proof & trust by showing a live visitors counter in your products pages.  UpCount allows you to easily add a live visitors counter that visually shows the number of product page views that a certain product had in a designated timeframe. Showing a live product views counter in your product pages can create a sense of social proof and trust within your customers and increase conversion

UpCount is highly configurable: You can style it in order to fully match your store\'s style and control the minimum number of visitors that\'s required in order for the counter to appear   UpCount allows you to easily add a live visitors counter that visually shows the number of product page views that a certain product had in a designated timeframe. Showing a live product views counter in your product pages can create a sense of social proof and trust within your customers and increase conversion

UpCount is highly configurable: You can style it in order to fully match your store\'s style and control the minimum number of visitors that\'s required in order for the counter to appear  more         Create social proof & trust with a live visitors counter that counts page views.         Create scarcity within customers by showing them that more visitors are watching         Highly customizable design: Match the product views counter style to your store.         Control the minimum number of visitors that\'s required to show the views counter         Control whether returning visitors will be counted or only new unique visitors.    ",Rating (4.8),38,"January 5, 2021","Visitor counter, Visitor counter",support@effectify.co
Slide Cart: Sticky Cart Drawer ," Add a sliding cart drawer and motivate your customers to unlock different types of rewards  Motivate your customers to unlock different types of rewards. Unlock rewards and coupon codes when they spend more. Modify text and background color, placement, animation, and translation. Or modify it with your own CSS! Create product upsell offers and action-needed messages, which increase the AOV and boost your overall revenue. After your customers add to the cart their products, they will see UpSells products, a discount code field, or rewards.   Motivate your customers to unlock different types of rewards. Unlock rewards and coupon codes when they spend more. Modify text and background color, placement, animation, and translation. Or modify it with your own CSS! Create product upsell offers and action-needed messages, which increase the AOV and boost your overall revenue. After your customers add to the cart their products, they will see UpSells products, a discount code field, or rewards.  more         Sliding drawer cart to improve the user experience, a visible always         Upsell & Cross-Sell module         Coupon code box to spend more on their purchase         Rewards progress bars to make people buy more         Enable a floating cart icon that remains fixed to the users browser window    ",Rating (4.9),30,"June 23, 2022","Cart modification, Wishlists, Cart modification, Wishlists",+380930008893
Textbox ‑ Textfield by Textify ," Add a textbox or textfield to your product page. Give your customers the possibility to leave notes.  Textbox - Text product Options is your kit to add powerful text fields in minutes to your products, variants and collections. Let customers enter notes directly on the product page. Mark your text fields as mandatory or limit the input of the text box to a certain number of characters. Choose between single-line and multi-line fields. The entered text is displayed in the shopping cart and checkout page and can be easily viewed on the respective order.   Textbox - Text product Options is your kit to add powerful text fields in minutes to your products, variants and collections. Let customers enter notes directly on the product page. Mark your text fields as mandatory or limit the input of the text box to a certain number of characters. Choose between single-line and multi-line fields. The entered text is displayed in the shopping cart and checkout page and can be easily viewed on the respective order.  more         Create textfields for your products, variants and collections in minutes.         Create multiple textfields for your products, variants and collections.         Collect data from customers and view it in the respective order.         Style the text box and integrate it seamless with your theme.    ",Rating (4.7),41,"April 1, 2021","Product options, Metafields, Product options, Metafields",support@inspon-app.zendesk.com
Date Picker ‑ Pick a Date DATO ," Our date picker offers your customers the possibility to easily select a date or time.  Our date picker offers your customers the possibility to easily select a date or time. Our app is not only relevant for those who want to pick a single date, it can also be used for professional click and collect. Delivery Date Picker.

Easily define available days, times and delivery options and offer your customers a unique user experience with our Date picker.   Our date picker offers your customers the possibility to easily select a date or time. Our app is not only relevant for those who want to pick a single date, it can also be used for professional click and collect. Delivery Date Picker.

Easily define available days, times and delivery options and offer your customers a unique user experience with our Date picker.  more         Choose the product on which your customers can pick a date.         With time slots, your customers can pick a specific time and date.         Choose between store pickup and local delivery.    ",Rating (4),2,"February 9, 2022","Delivery date, Delivery and pickups - Other, Delivery date, Delivery and pickups - Other",support@inspon-app.zendesk.com
POKY ‑ Product Importer ," Import products from multi e-commerce platforms to your store with one click!  Allows you to import/copy products from any Shopify and other supported e-commerce platforms to your Store with one click, it is a good application to save your time in copying and pasting.

Instead of spending your time in copying and pasting the information for the product (title - images - description - price - variants - handle ...), you can do it with one click and import whatever you want in a short time!   Allows you to import/copy products from any Shopify and other supported e-commerce platforms to your Store with one click, it is a good application to save your time in copying and pasting.

Instead of spending your time in copying and pasting the information for the product (title - images - description - price - variants - handle ...), you can do it with one click and import whatever you want in a short time!  more         Import Unlimited Products from all supported platforms         Duplicate your stores         Premium support    ",Rating (5),5,"May 10, 2022","Store data importers, Store data importers",support@greatify.app
Conjured Memberships ," Generate high-margin recurring revenue & increase customer loyalty with a membership program!  Conjured Memberships enables you to easily offer a digital membership program to your customers. Generate high-margin recurring revenue, even if your store\'s products aren\'t suited to traditional subscription-style sales. By offering your members perks like free shipping and member pricing, you also increase customer loyalty, average order amount, and customer lifetime value. Conjured Memberships is easy to set up, highly customizable to your brand, and extensible to suit your unique needs.   Conjured Memberships enables you to easily offer a digital membership program to your customers. Generate high-margin recurring revenue, even if your store\'s products aren\'t suited to traditional subscription-style sales. By offering your members perks like free shipping and member pricing, you also increase customer loyalty, average order amount, and customer lifetime value. Conjured Memberships is easy to set up, highly customizable to your brand, and extensible to suit your unique needs.  more         Built-in perks like free shipping, discounted products, & members-only content.         Easy set-up & seamless integration with your Shopify theme and native checkout.         Highly customizable membership dashboard to match your brand\'s vision exactly.         Gate exclusive content like members-only products, classes, or downloadables.         High quality support and free styling services included.    ",Rating (5),29,"October 14, 2021","Subscriptions, Digital products - Other, Subscriptions, Digital products - Other",1 (303) 481-2879
Request a Quote & Hide Prices ," Increase your store sales by adding a beautiful quote request experience for your customers.  Quotify is a unique online tool that allows your customers to submit quotes for any product; in addition, you can also hide prices and the \""add to cart\"" button if this fits your business model. You can design your quote request flow and ask for additional customer information to create a tailor-made experience that works for your online business.   Quotify is a unique online tool that allows your customers to submit quotes for any product; in addition, you can also hide prices and the \""add to cart\"" button if this fits your business model. You can design your quote request flow and ask for additional customer information to create a tailor-made experience that works for your online business.  more         Unlimited quote requests to never miss a chance to close the deal         Build your own form to get the information you need from your customer.         Quotify can be translated in your preferred languages with just a few clicks.         With just a click of a button, you can turn your quote request into an order.    ",Rating (4.8),16,"March 9, 2021","Contact form, Product registration, Contact form, Product registration",support@codebird.nl
Instant FAQ & Help Center ," Displays a list of frequently asked questions with the answers. Reduces the number of questions.  Having an efficient and easy-to-use system that helps your customers find the answers to their questions quickly will totally eliminate any uncertainty they have and will inevitably increase their trust, purchase awareness, and sales.   Having an efficient and easy-to-use system that helps your customers find the answers to their questions quickly will totally eliminate any uncertainty they have and will inevitably increase their trust, purchase awareness, and sales.  more         Quickly and easily add an unlimited amount of FAQs to your website         Instantly give your customers the answers they\'re looking for and reduce support         WhatsApp, Facebook Messenger, Telegram, Skype, Viber, and Zalo chat integration    ",Rating (4.7),69,"February 8, 2021","FAQ, FAQ",app@roartheme.com
Omega Request Quote Hide Price ," Give customers freedom to buy their way & give you powerful tool to turn all requests into orders  Let customers ask for quote (without checkout and payment) with our button, form, hide price feature and even a request page. All set up in a minute & custom as you want. Engage more with customer thru personalized shopping experience. What\'s more, you can manage & close deals faster with professional process: enable negotiation by sending offer email, auto-sync data to Shopify and so much more. You can also integrate our app with other tools to empower your store with end-to-end solution.   Let customers ask for quote (without checkout and payment) with our button, form, hide price feature and even a request page. All set up in a minute & custom as you want. Engage more with customer thru personalized shopping experience. What\'s more, you can manage & close deals faster with professional process: enable negotiation by sending offer email, auto-sync data to Shopify and so much more. You can also integrate our app with other tools to empower your store with end-to-end solution.  more         Help clients and store owners send quotations to negotiate prices/make an offer         Hide product prices, “Add to cart” buttons by set conditions         Automate email notification to both customers and merchants about quote process         Export quotes, invoices into PDF files - Email templates with PDF options         Turn quotes into draft orders, synchronize customer data to Shopify    ",Rating (4.8),228,"August 27, 2019","Custom pricing and quotes, Invoices and receipts, Custom pricing and quotes, Invoices and receipts",support@omegatheme.com
Wishlist ‑ Wishify ," Allow customers start saving their favorites to wishlist for later viewing.  Used by users across the globe.  
Retain customers favorite items to increase sales. 
Allow customers to share their Wishlist via email as well as social platforms like Facebook, WhatsApp, Twitter, etc. This helps to boost sales and bring new users to your store. 
Add to cart feature integrated for quick checkout. Customers can quickly checkout increasing sales.
Guest Wishlist feature.  
Let users create an account for easy access to the wishlist.   Used by users across the globe.  
Retain customers favorite items to increase sales. 
Allow customers to share their Wishlist via email as well as social platforms like Facebook, WhatsApp, Twitter, etc. This helps to boost sales and bring new users to your store. 
Add to cart feature integrated for quick checkout. Customers can quickly checkout increasing sales.
Guest Wishlist feature.  
Let users create an account for easy access to the wishlist.  more         Unleash the power of wishlist to increase sales and conversion.         Customers can share wishlist via socail platforms in 1 click to their friends         Easily customize Wishlist button, icon &  email reminder fetaure    ",Rating (4.9),398,"August 27, 2018","Wishlists, Wishlists",info@zooomyapps.com
Elevate Product A/B Testing ," Your all-in-one A/B Testing solution. Optimize your store increasing your conversions rate & revenue  #What is Elevate A/B Testing?
Elevate A/B Product Testing is your all-in-one A/B Testing solution. We provide valuable KPI metrics such as Revenue, Conversion Rate, Average Revenue Per Visitor, and more.  It\'s easy to set up any test you want to run for your shop with our A/B testing platform native to Shopify. 
#Discover data-driven shopper insights
A/B Testing makes it possible to truly understand your customers by gaining valuable information on the actions they take when browsing your store.   #What is Elevate A/B Testing?
Elevate A/B Product Testing is your all-in-one A/B Testing solution. We provide valuable KPI metrics such as Revenue, Conversion Rate, Average Revenue Per Visitor, and more.  It\'s easy to set up any test you want to run for your shop with our A/B testing platform native to Shopify. 
#Discover data-driven shopper insights
A/B Testing makes it possible to truly understand your customers by gaining valuable information on the actions they take when browsing your store.  more         Increase Sales and Conversions by Optimizing your Product listings.         Make Changes that Count. Easily create and run revenue-enhancing experiments.         A/B Test Anything. Test product prices, title, images, description and more.    ",Rating (5),17,"December 22, 2020","Sales analytics, Sales analytics",support@elevateab.com
Request a Quote & Hide Prices ," Add a quote button, let clients send you details of their requests via form, learn and boost sales.  With our app you can hide the product price and “Add to cart” button and replace them with the “Get a Quote” button. Customers can send you the quote request using the custom-built contact form. You will receive all the quote details immediately on your email address. It gives you an opportunity to understand customer demand and get feedback regarding your offer. It\'s a key knowledge to help you boost sales. Customers can also order in bulk and bargain for better prices.   With our app you can hide the product price and “Add to cart” button and replace them with the “Get a Quote” button. Customers can send you the quote request using the custom-built contact form. You will receive all the quote details immediately on your email address. It gives you an opportunity to understand customer demand and get feedback regarding your offer. It\'s a key knowledge to help you boost sales. Customers can also order in bulk and bargain for better prices.  more         Add the “Get a Quote” button, phone number details to the product page.         Optionally add a \""Multi quote\"" button to accumulate quotes for many items.         Optionally hide the price and “Add to cart” button.         Create contact form with our form builder and assign it to chosen products.         Create as many forms as needed, it can be unique for each product.    ",Rating (4.7),49,"September 25, 2017","Custom pricing and quotes, Custom pricing and quotes",(+44)02038086000
WhatsApp Business API & more ," Grow your Business by doing Sales, Marketing and Customer Support on WhatsApp!  Zoko is trusted by thousands of top Shopify stores for doing customer support, marketing and sales on WhatsApp!

Our deep integration with Shopify helps the brands to:
1. Automatically send all standard order-related notifications
2. Create dynamic segments based on multiple customer properties and send broadcasts to them.
3. Automatically send abandoned cart recovery messages
4. Automatically collect ratings & reviews
5. Confirm and convert COD Orders

and a lot more on WhatsApp!   Zoko is trusted by thousands of top Shopify stores for doing customer support, marketing and sales on WhatsApp!

Our deep integration with Shopify helps the brands to:
1. Automatically send all standard order-related notifications
2. Create dynamic segments based on multiple customer properties and send broadcasts to them.
3. Automatically send abandoned cart recovery messages
4. Automatically collect ratings & reviews
5. Confirm and convert COD Orders

and a lot more on WhatsApp!  more         Abandoned Cart Recovery to help you recover upto 25% of your abandoned carts         Automated Review & Rating Flow to collect 3X more ratings than any other channel         COD Confirmation Flow & COD to Prepaid Flow to help you generate more revenue         Broadcast and Dynamic Segments to take your products to the right customers         Chatbots, Standard Notifications and many other features to help you automate    ",Rating (4.8),125,"December 8, 2020","Chat, Popups, Chat, Popups",contact@zoko.io
Way: Google Maps Store Locator ," Add a floating store locator and direct customers to your physical store/dealer via Google Maps/Waze  Way allows you to add a floating sticky icon or footer to the bottom of your store that launches a navigation app of your choice and starts navigating to your store\'s physical address. Showing customers that you also have a physical store can increase trust and conversion.

Way is highly configureable: Control the navigation app (Waze / Google Maps), the app\'s appearance location (in the entire store/just in the homepage), if the app will appear just for mobile devices or for every device & more   Way allows you to add a floating sticky icon or footer to the bottom of your store that launches a navigation app of your choice and starts navigating to your store\'s physical address. Showing customers that you also have a physical store can increase trust and conversion.

Way is highly configureable: Control the navigation app (Waze / Google Maps), the app\'s appearance location (in the entire store/just in the homepage), if the app will appear just for mobile devices or for every device & more  more         Add a floating store locator that starts navigation to your store when clicked.         Fully customizable design: Control the color, size, appearance location and more         2 Popular navigation apps supported: Waze and Google Maps (GMaps)         Offer curbside pickup delivery option and guide customers to your warehouse.         Universal theme support and easy one click installation - no code is required.    ",Rating (4.9),28,"April 24, 2020","Store locator, Trust badges, Store locator, Trust badges",support@effectify.co
Closer ‑ Instagram Followers ," Convert your customers to Instagram followers. Building a community can help with repeat purchases.  Using Closer you can create a custom popup for your store that will appear on the Thank You page once the customer has completed the order.

# Here are a few ways brands can re-engage their customers on Instagram

- Send exclusive offers, deals etc. to their audience
- Provide early access to new products as a perk of being in the community
- Collect customer feedback through various tools provided by Instagram   Using Closer you can create a custom popup for your store that will appear on the Thank You page once the customer has completed the order.

# Here are a few ways brands can re-engage their customers on Instagram

- Send exclusive offers, deals etc. to their audience
- Provide early access to new products as a perk of being in the community
- Collect customer feedback through various tools provided by Instagram  more         \""Thank You\"" Popup can be completely customized around the brand         Brands can use Announcement banner to redirect more traffic to Instagram page         Various templates of the popup can be chosen from depending on the subscription         Collect instagram usernames of people who follow using Closer         View analytics dashboard to get insights from followers data and trend    ",Rating (5),22,"September 8, 2021","Popups, Content marketing - Other, Popups, Content marketing - Other",7042057797
PDF Catalog Print ," This is an easy way to create a stunning PDF catalog quickly.  With PDF Catalog Print app you are able to export your complete Shop as a PDF. Export full or just product categories or your product – you can decide. Add a cover image, show a table of contents and customize the layout just as you like.   With PDF Catalog Print app you are able to export your complete Shop as a PDF. Export full or just product categories or your product – you can decide. Add a cover image, show a table of contents and customize the layout just as you like.  more         Print PDF for catalog & collection from your online store with a flash speed.         Customize PDF design by changing colors, font size, line height, footer & more.         Allow to generate PDF for products by grid or list view mode & create FlipBooks.         Support QR codes & dynamic product attributes selection for catalog print.         Support RTL language, HTML tags with product details & short description.    ",Rating (4.8),77,"June 18, 2021","Product display - Other, Page enhancements - Other, Product display - Other, Page enhancements - Other",(+84) 395 705 316
Smart Variant Table ," Sell products with multiple variants. Create custom multivariant rules with a no-code solution.  Make it easy for your customers to bulk order multiple product variants and create cost-effective bundles. 

B2B and wholesale stores can create rules for products that allow customers to select multiple variants and quantities to build bundles that work for them. 

Start selling multiple variant products with just one click - no coding or manual integration needed.   Make it easy for your customers to bulk order multiple product variants and create cost-effective bundles. 

B2B and wholesale stores can create rules for products that allow customers to select multiple variants and quantities to build bundles that work for them. 

Start selling multiple variant products with just one click - no coding or manual integration needed.  more         Create custom rules for multiple variant products.         Customers can bulk add-to-cart and checkout product variants.         Convert Shopify’s variant’s drop-down list into a variant table.    ",Rating (4.9),38,"October 20, 2022","Product variants - Other, Product variants - Other",contact@objects.ws
Termzy ‑ I Agree To Terms ," The app helps you add a Terms and Conditions checkbox to your store.  One click setup without any hassle!
T&C checkbox will immediately appear above the checkout button.
Purchasing at an online store is not without its risks, both for the buyer and the seller. You want to ensure that you make a potential customer accept your terms and conditions before buying a product from your store. That is where we come in.
The policies that your customer needs to accept may include the European Union’s data privacy law, the General Data Protection Regulation (GDPR)   One click setup without any hassle!
T&C checkbox will immediately appear above the checkout button.
Purchasing at an online store is not without its risks, both for the buyer and the seller. You want to ensure that you make a potential customer accept your terms and conditions before buying a product from your store. That is where we come in.
The policies that your customer needs to accept may include the European Union’s data privacy law, the General Data Protection Regulation (GDPR)  more         Get the date and time the customer agreed to your T&C on additional notes.         Show the T&C checkbox in the customer account Login & Register page.         Inbuilt language translations support & set the T&C checkbox checked by default.         Show the \""I Agree To Terms Checkbox\"" for all or specific countries.         The app supports additional checkout buttons Ex. PayPal, GPay, Apple Pay, etc.    ",Rating (4.9),343,"February 26, 2018","Cart modification, Legal, Cart modification, Legal",support@techdignity.com
Mobile App Builder ‑ Mowico ," Boost Conversion in Minutes with a Native Mobile App Builder  With Mowico, you can get your IOS & Android Native Mobile App in 3 easy steps. Connect your Shopify store in seconds, Design with Drag & Drop functionality, Publish; zero code required.
You can fine tune every single detail of your catalogs, product listings and customize journey for your customers. Mowico works seamlessly with all plug-ins you will ever need. 
Mowico is tailored for multi-language stores, and helps you engage with your shoppers with advanced rich push notifications.   With Mowico, you can get your IOS & Android Native Mobile App in 3 easy steps. Connect your Shopify store in seconds, Design with Drag & Drop functionality, Publish; zero code required.
You can fine tune every single detail of your catalogs, product listings and customize journey for your customers. Mowico works seamlessly with all plug-ins you will ever need. 
Mowico is tailored for multi-language stores, and helps you engage with your shoppers with advanced rich push notifications.  more         Simple Drag & Drop Design Function         Advanced Push Notifications         Hassle-Free Multi-Language Settings         Real-time Screen Preview, AR/VR Shopping,         Fine Tune All Categories, Product Details, and Images in No-Time    ",Rating (4.8),126,"April 8, 2021","Mobile app builder, Mobile app builder",+44 7427 520423
ShopifyQL Notebooks ," ShopifyQL Notebooks lets you explore, visualize, and analyze shop data to make better decisions.  ShopifyQL Notebooks help you bring together metrics from different business domains so you can explore, visualize and analyze shop data to make better business decisions. Your data exploration is guided by ShopifyQL - an intelligent query language that has commerce syntax built into it. You can now write simple queries to quickly get access to data and add business context via images or text, all within a single interface.   ShopifyQL Notebooks help you bring together metrics from different business domains so you can explore, visualize and analyze shop data to make better business decisions. Your data exploration is guided by ShopifyQL - an intelligent query language that has commerce syntax built into it. You can now write simple queries to quickly get access to data and add business context via images or text, all within a single interface.  more         Visualize and analyze shop data with a powerful query editor.         Get to answers quickly, using a query language built with commerce syntax.         Use the presentation mode to share your data story with business stakeholders    ",Rating (4),2,"October 31, 2022","Store data - Other, Analytics - Other, Store data - Other, Analytics - Other",plusspecialists@shopify.com
FLATLAY Social Commerce ," Flatlay is the end to end social commerce automation platform for brands, creatives & customers.  The platform provides publishing tools for anyone to start a digital storefront in seconds while empowering brands and retailers with a SaaS portal to activate a community of customers and advocates to source content from and fuel sales.

Brands & retailers connect their product feeds along with syncing social channels and newsletter data into the workflow management system to run campaigns with their customers and advocates.

We\'re here to scale up your customer referral programs at ease!   The platform provides publishing tools for anyone to start a digital storefront in seconds while empowering brands and retailers with a SaaS portal to activate a community of customers and advocates to source content from and fuel sales.

Brands & retailers connect their product feeds along with syncing social channels and newsletter data into the workflow management system to run campaigns with their customers and advocates.

We\'re here to scale up your customer referral programs at ease!  more         Creator Discovery & Community Building Across Social         Gift Product & Run Promotions That Generate User Generated Content         Generate Affiliate Sales & Product Referrals Through a Content Loyalty Program    ",Rating (5),75,"June 11, 2021","Online marketplaces, Online marketplaces",support@theflatlay.com
