Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
PICTOFiT Virtual Try‑On ," Create an immersive virtual dressing room that lets your shoppers mix & match and create outfits.  To stand out from the crowd, fashion brands and retailers need to focus on customer satisfaction by providing a unique and exciting shopping experience. PICTOFiT, Reactive Reality’s white-labeled platform, powers the most realistic, scalable and fun virtual try-on experience for fashion brands and retailers worldwide. The end-to-end solution has helped leading fashion brands and retailers significantly increase sales and boost customer loyalty and retention.   To stand out from the crowd, fashion brands and retailers need to focus on customer satisfaction by providing a unique and exciting shopping experience. PICTOFiT, Reactive Reality’s white-labeled platform, powers the most realistic, scalable and fun virtual try-on experience for fashion brands and retailers worldwide. The end-to-end solution has helped leading fashion brands and retailers significantly increase sales and boost customer loyalty and retention.  more         Mix & match garments to see them in a full outfit on your avatar         Choose from standard models or create your own personalised mannequin         See outfits in different scenes & environments         Get accurate size recommendation and visualisation of the fit of a product    ",Rating (2.3),3,"September 29, 2022","Sales channels - Other, Sales channels - Other",support@reactivereality.com
Price2Spy Pricing Optimization ," Outsmart your competitors with powerful dynamic pricing tool. Optimize your pricing to boost sales.  Price2Spy is a price monitoring and dynamic pricing tool used by clients all over the world. It helps online retailers to monitor, analyze pricing data and reprice their products, depending on their market strategy. Integrating your Shopify store with Price2Spy will enable you to add new products / delete obsolete ones in a matter of minutes. It will detect products that need to have their price changed, and after you confirm the change, it will be automatically done in your store.   Price2Spy is a price monitoring and dynamic pricing tool used by clients all over the world. It helps online retailers to monitor, analyze pricing data and reprice their products, depending on their market strategy. Integrating your Shopify store with Price2Spy will enable you to add new products / delete obsolete ones in a matter of minutes. It will detect products that need to have their price changed, and after you confirm the change, it will be automatically done in your store.  more         Dynamic Pricing         Monitoring Marketplaces & Bot-Aware Websites         Product Variation Recognition & Monitoring Additional Product Details         Competitor Discovery & High Product Matching Accuracy         Top-Rated Customer Support    ",Rating (5),1,"April 6, 2021","Competitive pricing, Competitive pricing",+1 (831) 275 2445
複数配送先 .amp ,"   # 複数配送先への同時注文が可能になります
* アプリ独自のチェックアウトページから複数の配送先を登録し、一度のチェックアウトで同時に注文することができるようになります。
* それぞれの配送先に、別々の配送希望日を指定することができます。
* 設定は簡単。複雑な作業は必要なく、短時間で導入できます。
* お客様が過去のご注文時に登録した配送先情報を保存し、次回の配送先指定時にプルダウンメニューから選択できます。

# 期待できる効果
* 複数の配送先に同時に注文したいユーザーの利便性が向上します
* 配送先ごとに配送希望日を指定できるので、再配達による配送遅延リスクを軽減できます

# こういうストアにおすすめ
* お歳暮・お中元などで利用される商材を扱っているストア

====================

# Multiple Shipping Addresses .amp
Ship to multiple addresses from a single order

## 1. Ship to multiple locations
Customer can send...   # 複数配送先への同時注文が可能になります
* アプリ独自のチェックアウトページから複数の配送先を登録し、一度のチェックアウトで同時に注文することができるようになります。
* それぞれの配送先に、別々の配送希望日を指定することができます。
* 設定は簡単。複雑な作業は必要なく、短時間で導入できます。
* お客様が過去のご注文時に登録した配送先情報を保存し、次回の配送先指定時にプルダウンメニューから選択できます。

# 期待できる効果
* 複数の配送先に同時に注文したいユーザーの利便性が向上します
* 配送先ごとに配送希望日を指定できるので、再配達による配送遅延リスクを軽減できます

# こういうストアにおすすめ
* お歳暮・お中元などで利用される商材を扱っているストア

====================

# Multiple Shipping Addresses .amp
Ship to multiple addresses from a single order

## 1. Ship to multiple locations
Customer can send...  more    ",Rating (3),1,"January 13, 2020","Add to cart, Fulfilling orders - Other, Add to cart, Fulfilling orders - Other",support@andd.freshdesk.com
配送マネージャー ," ヤマト運輸、佐川、日本郵便３社の発送伝票作成に対応！
配送日時指定や追跡番号通知のLINE連携を実現！
カレンダー機能も充実！
有料版は安心の定額9.9$  【リリース情報】
カレンダー機能を充実させました（2023年1月）　　　　　
詳細はサポート ＞ よくある質問の「アップデート情報」をご覧ください。　　　　　　　　

【機能概要】
日本向けの配送伝票CSV出力、配送日時指定、追跡番号の反映ができるアプリです。 これだけの機能がそろって安心の月額定額9.9$   【リリース情報】
カレンダー機能を充実させました（2023年1月）　　　　　
詳細はサポート ＞ よくある質問の「アップデート情報」をご覧ください。　　　　　　　　

【機能概要】
日本向けの配送伝票CSV出力、配送日時指定、追跡番号の反映ができるアプリです。 これだけの機能がそろって安心の月額定額9.9$  more         【出荷伝票CSV出力】
ヤマト運輸、佐川、日本郵政への送り状作成CSVフォーマットに対応しています。 クール便設定など出力条件ルールの作成が可能！         追跡番号一括通知
配送業者からDLした追跡番号をShopifyに取り込み、発送完了メールを自動送信します。 購入者のLINEへ通知も可能になりました！         配送日時指定
カートページで配送日時を取得します。 休日カレンダー設定で店舗の運営に合わせて日時指定をとれるので安心。         【有料】
ヤマト、佐川、日本郵政連携のCSV作成（出力無制限）、配送日時指定、店舗営業日設定、出力条件ルール作成、注文一覧フィルター、追跡番号反映、LINE通知         【無料プラン】CSV出力項目設定、CSV出力一日10件、追跡番号反映10件、無料プランは無期限    ",Rating (4.9),8,"July 8, 2021","Packing slips, Packing slips",support@cashmirra.com
Facebook Messenger ‑ Live Chat ," Answer questions from customers + interact with interested buyers via POWR Facebook Messenger chat.  Site visitors want answers immediately. If they don\'t get it from you, they will move on to another merchant who can. Because POWR Chat is integrated with Facebook Messenger, you can a) quickly install it without any coding, b) customize it to match your personal brand, c) get notifications on your mobile device anywhere/anytime, and d) immediately answer questions. Stay ahead of your competition, close more sales, and retain your valuable customers.   Site visitors want answers immediately. If they don\'t get it from you, they will move on to another merchant who can. Because POWR Chat is integrated with Facebook Messenger, you can a) quickly install it without any coding, b) customize it to match your personal brand, c) get notifications on your mobile device anywhere/anytime, and d) immediately answer questions. Stay ahead of your competition, close more sales, and retain your valuable customers.  more         Turn potential buyers into paying customers quicker by live-chatting with them.         Provide great customer service with fast answers to commonly asked questions.         Improve your user experience with customized auto responses and welcome message.    ",Rating (4.6),134,"December 2, 2017","Chat, Operations - Other, Chat, Operations - Other",appsupport@powr.io
Qubriux‑ Automation and More  ," Qubriux is the only end-to-end integrated marketing platform for eCommerce merchants.  It is the only end-to-end integrated marketing platform for eCommerce merchants on Shopify. Merchants will like the user-friendly interface, the easy-to-use dashboards, and the cutting-edge features. It helps merchants to 
a. Do smart custom segmentation
b. Easily create and send personalized offers
c. Send Email, SMS, Web, and Push Notifications
d. Acquire new customers via merchant partners
e. Visualize customer data easy-to-use dashboards
f. Get insights using NLP-powered surveys   It is the only end-to-end integrated marketing platform for eCommerce merchants on Shopify. Merchants will like the user-friendly interface, the easy-to-use dashboards, and the cutting-edge features. It helps merchants to 
a. Do smart custom segmentation
b. Easily create and send personalized offers
c. Send Email, SMS, Web, and Push Notifications
d. Acquire new customers via merchant partners
e. Visualize customer data easy-to-use dashboards
f. Get insights using NLP-powered surveys  more         Segmentation         Campaign and AI-based Offers         Gamification         Qubriux Network         NLP-powered Surveys    ",Rating (4.5),12,"October 21, 2020","Sales analytics, Feedback and surveys, Sales analytics, Feedback and surveys",+1 888 252 2261
Estimated Delivery Date ‑ Plus ," Our app solves one of your customers\' most asked questions: \""How long will my order take to arrive?\""  Build trust with consumers and increase sales conversion rates，reduce customer inquiries.
1. Display your estimated date message on the product page, cart page, checkout page etc...
2. Set product / category ( include countries ) estimated delivery date range and message etc...
3. Multi-language、Country support
4. Order preparation date and delivery date calculation support
5. Calculated based on the visitor\'s time zone or the time zone date set by the store owner
6. Translation support
...   Build trust with consumers and increase sales conversion rates，reduce customer inquiries.
1. Display your estimated date message on the product page, cart page, checkout page etc...
2. Set product / category ( include countries ) estimated delivery date range and message etc...
3. Multi-language、Country support
4. Order preparation date and delivery date calculation support
5. Calculated based on the visitor\'s time zone or the time zone date set by the store owner
6. Translation support
...  more         Show estimated arrival date on product/cart/checkout pages.         Stores with clear delivery expectations received fewer customer support requests         Promote building consumer trust and sales conversion rate.         No coding skills required. Make it fully customizable according to your design.    ",Rating (4.9),314,"July 22, 2022","Shipping rate calculator, Delivery date, Shipping rate calculator, Delivery date",support@codericp.com
Pickup Delivery Date Pickeasy ," Store Pickup, Click collect, Delivery time and local pickup for businesses like restaurant pick up.  Setup preparation & cut off time, like Friday curbside pickup can be scheduled by Thursday 4 PM. Blackout holidays like Christmas & store holidays. Increase profit, avoid losses by setting custom delivery rates. Product based setup like product available only for pickup or delivery, on specific days and more. Setup multi location with location based setup. Limit number of pickups or deliveries per time slot to avoid crowding at the store. Suitable for grocery, florist, bakery, restaurant.   Setup preparation & cut off time, like Friday curbside pickup can be scheduled by Thursday 4 PM. Blackout holidays like Christmas & store holidays. Increase profit, avoid losses by setting custom delivery rates. Product based setup like product available only for pickup or delivery, on specific days and more. Setup multi location with location based setup. Limit number of pickups or deliveries per time slot to avoid crowding at the store. Suitable for grocery, florist, bakery, restaurant.  more         Different setup for local delivery, pickup and shipping. Limit orders per slot.         Set cut-off, preparation time, blackout date, minimum order value, zipcode check         Product-wise preparation time, fulfilment type, availability, blackout dates         Manage Multiple locations, Delivery days by Zip/Post code, Language Translations         Delivery rates by zip code, postal code, product, weight, cart value, time slot    ",Rating (5),573,"May 29, 2020","In-store pickups, Delivery date, In-store pickups, Delivery date",connect@logbase.io
Data Export IO: Reports ," Helpful pre-made and detailed reporting for all store data. Easily filter, export, and send reports.  Automate reporting for your Shopify store with Data Export! Get multiple pre-made reports on Sales, Taxes, Inventory, POS, Payouts, Orders, Customers, Refunds, and more. Use Report Builder for live record previews, line item details, custom fields, and summarizing by week, month, quarter, etc. With Scheduler, send reports via email, FTP, and Google Sheets/Drive on basic or advanced schedules. File formats available include Excel, CSV, and PDF. Free expert assistance included!   Automate reporting for your Shopify store with Data Export! Get multiple pre-made reports on Sales, Taxes, Inventory, POS, Payouts, Orders, Customers, Refunds, and more. Use Report Builder for live record previews, line item details, custom fields, and summarizing by week, month, quarter, etc. With Scheduler, send reports via email, FTP, and Google Sheets/Drive on basic or advanced schedules. File formats available include Excel, CSV, and PDF. Free expert assistance included!  more         Pre-made Reports: Various reports for Sales, Products, Payouts, POS, and more         Advanced Filters:  Add multiple conditions to limit which records are needed         Column Management: Freeze, filter, rename, sort, clone, and hide fields         Export Friendly: Generate reports using CSV, Excel, and PDF formats         Password Protected: Add a layer of password security to limit access    ",Rating (5),"1,830","February 3, 2016","Accounting, Financial reports, Accounting, Financial reports",support@dataexport.io
BirdChime Pickup Delivery Date ," Feature-rich store pickup & local delivery solution with top-notch support! Grow with more customers  This app helps your customers schedule their In-Store Pickup, Local Delivery 
 and Shipping with ease.
Birdchime offers a feature rich seamless pickup solution with a easy to understand dashboard & top-notch technical support that cares for merchants.  
The app is highly customisable which gives you full control of your in-store pickups and deliveries. It ensures you have a hassle free order fulfilment process resulting in greater CUSTOMER SATISFACTION and sustained REVENUE GROWTH!   This app helps your customers schedule their In-Store Pickup, Local Delivery 
 and Shipping with ease.
Birdchime offers a feature rich seamless pickup solution with a easy to understand dashboard & top-notch technical support that cares for merchants.  
The app is highly customisable which gives you full control of your in-store pickups and deliveries. It ensures you have a hassle free order fulfilment process resulting in greater CUSTOMER SATISFACTION and sustained REVENUE GROWTH!  more         Customers can select store pickup, local delivery & shipping date and time slot         Customisable & Professional date picker & time slots manager for easy management         Enable Cut off time & Lead time (Order preparation time) for better fulfilment         Blockout dates feature to disable holidays or unavailable dates         Fully localised and supports all languages & time zones with Google integration    ",Rating (5),53,"June 30, 2022
          ·","In-store pickups, Delivery date, In-store pickups, Delivery date",support@birdchime.com
Dadao Product Reviews ," Amazon/AliExpress/Etsy/CSV Reviews importer, Q&A, Google rating snippet.  Business based on trust need plenty of reviews. Dadao Product Reviews integrated 3 shopping platform 【Amazon】【Aliexpress】【Etsy】or CSV import. One link from other shopping platform to import plenty of reviews into your shopify store. Delicate reviews widget, Grid, List, Carousel, Popup, and Sidebar, inspired by Etsy. Fixed size photo is more attactive for viewer. Integrate with Google Snippet, when someone google your product, the google result will show the rating.   Business based on trust need plenty of reviews. Dadao Product Reviews integrated 3 shopping platform 【Amazon】【Aliexpress】【Etsy】or CSV import. One link from other shopping platform to import plenty of reviews into your shopify store. Delicate reviews widget, Grid, List, Carousel, Popup, and Sidebar, inspired by Etsy. Fixed size photo is more attactive for viewer. Integrate with Google Snippet, when someone google your product, the google result will show the rating.  more         Umlimited Import Aliexpress & Amazon & Etsy Reviews & CSV import         Google search result will show the rating snippet         Personalize your widget style according to your store style         Q&A/FAQ widget effective solve custommer problem         Display reviews in beautiful widgets: Grid, List, Carousel, Popup, and Sidebar    ",Rating (4.8),833,"March 29, 2022","Product reviews, Social proof, Product reviews, Social proof",-86 15626458840
Dcart ‑ Discount in Cart ," App helps you to increase conversion and decrease abandoned cart showing discount box in your cart  According to researches almost 46% of customers abandoned their cart if they can\'t add a coupon code or can\'t find the right place to do it.

In order to get more customers and increase your sales, you need to make sure that your store has a clear and easy-to-use coupon code system. 

Our app helps your customers to easily find and apply a coupon code directly in cart , which will save them time and effort to find the right place to enter a coupon code.   According to researches almost 46% of customers abandoned their cart if they can\'t add a coupon code or can\'t find the right place to do it.

In order to get more customers and increase your sales, you need to make sure that your store has a clear and easy-to-use coupon code system. 

Our app helps your customers to easily find and apply a coupon code directly in cart , which will save them time and effort to find the right place to enter a coupon code.  more         Supports discount codes and gift cards.         Easy installation, doesn\'t leave garbage in your theme files, high-performant.         Multilingual and multi-currency stores support.         Supports discount share links.         Supports cart page and cart drawer.    ",Rating (4.9),108,"August 6, 2020","Cart modification, Discounts, Cart modification, Discounts",support@syncu.be
Buunto – Date & Time Slot ," Elegant time slot and date picker. Highly customisable and lets you charge for special delivery.  🚀 Supercharge your store with date and time-slots for your customers. 💸 Charge more for weekend or speedy delivery. 🚚 Offer pickup and delivery, set order limits and lead times, block holidays and connect with Google calendar. 🎨 Delivery Date and Time Slot will look great on your store and seamlessly integrate with your Shopify workflow. 💌 Our support team will work with you to customise it and, your developers will love our API.   🚀 Supercharge your store with date and time-slots for your customers. 💸 Charge more for weekend or speedy delivery. 🚚 Offer pickup and delivery, set order limits and lead times, block holidays and connect with Google calendar. 🎨 Delivery Date and Time Slot will look great on your store and seamlessly integrate with your Shopify workflow. 💌 Our support team will work with you to customise it and, your developers will love our API.  more         Can be shown either on the product or cart page, highly customisable         Define order preparation and cut-off times, limit orders per day or time-slot.         Different dates and time-slots availability for specific products or collections         Add a delivery surcharge for specific days of the week or fast delivery         Support multiple languages on your store    ",Rating (5),54,"June 23, 2021","Delivery date, Delivery date",support@buunto.com
Xporter Data Export & Reports ," Precise, customizable reports and data exports. All your data, in any format, automatically!  Take advantage of all the hidden data stored in Shopify with custom reports and data file exports that give you complete control of formats, filters and calculations using Liquid.

Automatically send relevant data to other systems, vendors, warehouses and staff using email or SFTP, or save it securely in the app. 

Our 5 star support team is always ready to help build exactly what you’re looking for, every trial comes with free setup!   Take advantage of all the hidden data stored in Shopify with custom reports and data file exports that give you complete control of formats, filters and calculations using Liquid.

Automatically send relevant data to other systems, vendors, warehouses and staff using email or SFTP, or save it securely in the app. 

Our 5 star support team is always ready to help build exactly what you’re looking for, every trial comes with free setup!  more         Intuitive report editor makes it easy to find data and build custom layouts         Dozens of starter reports to run or customize to your needs         Excel, CSV, Text and even XML support, with scheduling by email and SFTP         Works with ALL your data, including metafields, line item properties and more         Extended Liquid support for simple or complex custom calculations and filters    ",Rating (5),330,"February 12, 2013","Order and shipping reports, Analytics - Other, Order and shipping reports, Analytics - Other",1-(844)-741-1234
Estimated Delivery Date ‑ ETA ," \""When can I get my order?\"" - Answer the question to increase trust and urgency for your customers.  ETA solves one of the biggest questions from your customers. You can display shipping messages or ETA information right under the \""Add to Cart\"" button. So your customers know the exact day when they can get the package. Boost conversion rate by improving customer trust and urgency!   ETA solves one of the biggest questions from your customers. You can display shipping messages or ETA information right under the \""Add to Cart\"" button. So your customers know the exact day when they can get the package. Boost conversion rate by improving customer trust and urgency!  more         Display delivery message on product page, cart, checkout, success page & email.         Different date displaying rules for specific products, collections or countries.         Set weekly days off, cut off-time, , and public holidays.         Display expected date message based on inventory.         Display delivery date message with formats in popular languages.    ",Rating (4.7),175,"October 29, 2020","Shipping rate calculator, Shipping rate calculator",estimated-delivery@uppercommerce.com
Data Feed Watch Shopping Feeds ," Easily optimize and manage your product feeds to boost sales across channels & marketplaces.  DataFeedWatch lets you optimize your feeds for multiple channels and marketplaces, including Google Shopping, Facebook, Pinterest, Bing, and Amazon, in one central place. Set automated rules, exclude products temporarily, group products with custom labels, merge product variants, or get advanced with RegExp. Forget about tedious manual work, data feed optimization process is intuitive and fully automated. 
Get help and advice from our best-rated 24/7 support team anytime you need guidance.   DataFeedWatch lets you optimize your feeds for multiple channels and marketplaces, including Google Shopping, Facebook, Pinterest, Bing, and Amazon, in one central place. Set automated rules, exclude products temporarily, group products with custom labels, merge product variants, or get advanced with RegExp. Forget about tedious manual work, data feed optimization process is intuitive and fully automated. 
Get help and advice from our best-rated 24/7 support team anytime you need guidance.  more         Transform your product data feeds into optimized advertising listings.         Use your fully optimized data feed to set up powerful Google Text Ads Campaigns.         Enhance your pricing strategy and stay ahead of the competition.         Measure product performance across all your channels in real-time.         Manage multiple clients\' data feeds from one master account.    ",Rating (4.8),306,"April 12, 2013","Online marketplaces, Product feeds, Online marketplaces, Product feeds",+1 (888) 885 5074
UPS Dashboard (Official) ," World Class Shipping Automation with UPS eCommerce Shipping Dashboard  Connect your Shopify Store to all UPS Services you use or want to use. Manage your orders, shipments, labels and much more. Sync orders, print labels in bulk, track shipments and more to reduce your time spent shipping and increase your time spent growing. Sync all your channels, warehouses, inventory and create workflows with powerful features like split order, package size matching and much more.   Connect your Shopify Store to all UPS Services you use or want to use. Manage your orders, shipments, labels and much more. Sync orders, print labels in bulk, track shipments and more to reduce your time spent shipping and increase your time spent growing. Sync all your channels, warehouses, inventory and create workflows with powerful features like split order, package size matching and much more.  more         Connect to the UPS services you use or want to use without building APIs.         Sync orders, print labels, bulk printing, shipping tracking & more.         Sync channels, inventory and create powerful workflows.         Split/combine order functionality and package size matching.         Set up shipment and sender defaults to save time.    ",Rating (5),20,"August 23, 2022
          ·","Warehouse management, Fulfilling orders - Other, Warehouse management, Fulfilling orders - Other",upsplugins@ecommerce.help
Easy Tag ‑ GTM & Data Layer ," Easy Tag app makes implementing Google Tag Manager simple, fast, and accurate.  Easy Tag app makes implementing Google Tag Manager simple, fast, and accurate. Marketers love Easy Tag as it ensures the data is gathered and reported correctly, taking the guesswork out of marketing. Start basing your decisions on accurate data and grow your e-commerce business.

Easy Tag is quick and easy to install; improves data accuracy; optimised for speed; saves days of work.   Easy Tag app makes implementing Google Tag Manager simple, fast, and accurate. Marketers love Easy Tag as it ensures the data is gathered and reported correctly, taking the guesswork out of marketing. Start basing your decisions on accurate data and grow your e-commerce business.

Easy Tag is quick and easy to install; improves data accuracy; optimised for speed; saves days of work.  more         Google Tag Manager installation for Shopify.         Pre-built data layer with all e-commerce events (\""purchase\"", \""addToCart\""...)         Over 50 ready-made tags - GA4, Google Ads, Facebook, Pinterest & more.    ",Rating (4.9),80,"November 18, 2020","Marketing analytics, Marketing analytics",support@taginstall.com
Enzuzo Data Privacy ," Everything you need to manage data privacy for your eCommerce store—in one easy dashboard  Enzuzo is a fast and easy way to build, customize, and launch privacy tools for your growing eCommerce business. We have everything you need—legal policies, store policies, cookie banners, and more, to minimize GDPR and CCPA privacy compliance risks. Join over 10,000 customers using Enzuzo to build trust with their customers.   Enzuzo is a fast and easy way to build, customize, and launch privacy tools for your growing eCommerce business. We have everything you need—legal policies, store policies, cookie banners, and more, to minimize GDPR and CCPA privacy compliance risks. Join over 10,000 customers using Enzuzo to build trust with their customers.  more         Make your own policies (privacy policy, terms of service, disclaimer and more!)         Customizable cookie banner and cookie manager to manage consent         Automate customer data requests (DSARs) like data deletion and unsubscribes         Setup store policies like returns, refund and shipping policies         Create a data request form (Do Not Sell My Data) for CCPA and GDPR compliance    ",Rating (4.6),81,"June 11, 2020","Legal, Privacy, Legal, Privacy",1-866-369-8961
Omega Estimated Shipping Date ," Communicate shipping information & policy upfront. Transparency helps to increase conversion rate  Omega helps you display shipping information based on customers\' zip code right in front of their eyes: shipping fee, method, date & time, policy, courier type, and business availability. You are enabled to put these messages on every page: the product page, cart page, checkout page,.. or order confirmation email; and show them for specific products, collections, and vendors. Transparency with flexible display settings helps you free from calls & disruption, gain more trust and boost your sales.   Omega helps you display shipping information based on customers\' zip code right in front of their eyes: shipping fee, method, date & time, policy, courier type, and business availability. You are enabled to put these messages on every page: the product page, cart page, checkout page,.. or order confirmation email; and show them for specific products, collections, and vendors. Transparency with flexible display settings helps you free from calls & disruption, gain more trust and boost your sales.  more         Show estimated shipping date based on shipping method, zip code, or country.         Show estimated shipping date for specific products, collections, and vendors.         Show your business availability by setting weekly day-offs & public holidays         Set up a countdown timer to show the order deadline         Customize message display: layout, format, label, position, text, color, size.    ",Rating (5),168,"June 22, 2018","Delivery date, Delivery date",support@omegatheme.com
Estimated Delivery Date ‑ ETA ," Display ETA on your online store to reduce shipping inquiries and enhance customer satisfaction  Easy-to-use delivery date app allows you to show delivery information on a product, cart, checkout, success pages & order email. With unlimited products and no order limits or commissions, you can set expected delivery date range to keep your customers informed and satisfied. The app displays arrival dates in the visitor\'s local time zone and supports multiple languages, so merchants can set messages in any language. Get more benefits like excluding products, import/export messages & more...   Easy-to-use delivery date app allows you to show delivery information on a product, cart, checkout, success pages & order email. With unlimited products and no order limits or commissions, you can set expected delivery date range to keep your customers informed and satisfied. The app displays arrival dates in the visitor\'s local time zone and supports multiple languages, so merchants can set messages in any language. Get more benefits like excluding products, import/export messages & more...  more         Dashboard shows customers\' engagement, clicks, top selling EDD products and more         Set specific messages for a specific product, collection, tag, vendor & country         Set shipping messages based on inventory (In stock, Out of Stock and Both)         Personalize messages by templates, countdown timer with real-time preview         Min & Max lead days, cut off time, weekly day off, public holiday & date format    ",Rating (4.7),201,"August 4, 2020","Delivery date, Delivery date",+918511963839
DataChamp Excel & CSV Exports ," Highly customizable CSV/Excel exports made easy.  DataChamp offers precise and customizable data exports. By utilizing these features, you can access all of your data stored in Shopify and customize it to your specific needs, including formats, filters, and calculations. DataChamp allows you to automatically send relevant data to other systems, vendors, warehouses, and staff via Google Drive, FTP, Email, Dropbox, or save it securely in the app.   DataChamp offers precise and customizable data exports. By utilizing these features, you can access all of your data stored in Shopify and customize it to your specific needs, including formats, filters, and calculations. DataChamp allows you to automatically send relevant data to other systems, vendors, warehouses, and staff via Google Drive, FTP, Email, Dropbox, or save it securely in the app.  more         The intuitive report editor makes it easy to find data and build custom layouts.         Many different customizable templates available.         Schedule and save to remote locations: Google, FTP, email, Dropbox.         Metafields and line item properties are fully supported.         Encoding options: UTF-8, BOM UTF-8, ASCII, Win-1252, ISO-8859, Shift JIS.    ",Rating (5),49,"November 7, 2019
          ·","Order and shipping reports, Workflow automation, Order and shipping reports, Workflow automation",hello@datachamp.io
NoSpy ‑ Protect Your Data ," NoSpy helps you protect your data and content by blocking all kinds of spy extensions.  NoSpy helps you protect your data and content by blocking all kinds of spy extensions and disabling copy functions.

NoSpy will make sure that no one can spy on your data by disabling spying third-party extensions like AliHunter, PPSpy or UUSpy from your store, this includes the protection of your data such as information about the user, products, live sales, applications, suppliers and more.

Protecting your store is a priority, we take care of securing your content with an anti-theft feature.   NoSpy helps you protect your data and content by blocking all kinds of spy extensions and disabling copy functions.

NoSpy will make sure that no one can spy on your data by disabling spying third-party extensions like AliHunter, PPSpy or UUSpy from your store, this includes the protection of your data such as information about the user, products, live sales, applications, suppliers and more.

Protecting your store is a priority, we take care of securing your content with an anti-theft feature.  more         Protect your store and prevent theft by blocking third-party extensions.         Protect your content by disabling right-click and keyboard shortcuts.         Block keyboard shortcuts, text selection and drag & drop.         Display a legal warning when someone opens the console to steal your content.         Prevent thieves from copying your store and be safe.    ",Rating (4.8),20,"September 16, 2022","Store data - Other, Privacy and security - Other, Store data - Other, Privacy and security - Other",support@rokapps.com
Estimated Delivery Date: Boost ," Important information for customers: When can I receive my package? Increase trust and urgency.  \""Estimated Delivery Date: Boost\"" is a multi-functional application that can provide more services to increase your sales. Currently supports the estimated delivery date and stock countdown timer and visitors counter functions.   \""Estimated Delivery Date: Boost\"" is a multi-functional application that can provide more services to increase your sales. Currently supports the estimated delivery date and stock countdown timer and visitors counter functions.  more         Display multifunctional widgets on product, cart, etc. pages.         Improve sales conversions with custom widgets that increase trust and urgency.         Customize All Widget    ",Rating (4.7),73,"June 9, 2021","Sales analytics, Sales analytics",cart-upsell@gosunflower00.com
Channable: Product Data Feeds ," Seamlessly connect your webshop to over 2,500 channels and sell more - from one single platform  Channable is more than just a feed management tool. Our platform connects your shop with 2,500+ channels and marketplaces, offers performance insights, and allows you to enhance your Microsoft and Google ads with product feed based advertising.

Create individual feeds for every platform, use rules to enhance and optimize your product data, and send out the data with a few clicks. Spend less time on managing product data feeds and more time on growing your business.   Channable is more than just a feed management tool. Our platform connects your shop with 2,500+ channels and marketplaces, offers performance insights, and allows you to enhance your Microsoft and Google ads with product feed based advertising.

Create individual feeds for every platform, use rules to enhance and optimize your product data, and send out the data with a few clicks. Spend less time on managing product data feeds and more time on growing your business.  more         Customize feeds for every channel (Google, Facebook, Amazon, and many more)         Make changes to your information without affecting the data in Shopify         Create multi-currency and multilingual feeds to localize your product listings         Automatically fill in your missing data to stay error-free and save time         Use our PPC tool to create dynamic and up-to-date ads based on your product feed    ",Rating (4.1),48,"April 19, 2016","Product feeds, Product feeds",+1 929-299-2672
EZ Exporter ‑ Data Exports ," Customize and automate data exports. Create custom Excel / CSV reports of orders, products, & more.  Easily export orders, draft orders, products, collections, customers, metafields, and other data to CSV or Excel format. Customize your report the way you want, including as much or as little data as you need. It\'s easy to use, yet very flexible!

You can create multiple export profiles/templates.  Each export profile can be scheduled to run automatically and have the data sent to different destinations such as an email address, an FTP server, or a Google Drive folder.   Easily export orders, draft orders, products, collections, customers, metafields, and other data to CSV or Excel format. Customize your report the way you want, including as much or as little data as you need. It\'s easy to use, yet very flexible!

You can create multiple export profiles/templates.  Each export profile can be scheduled to run automatically and have the data sent to different destinations such as an email address, an FTP server, or a Google Drive folder.  more         Create multiple export templates for your 3PL, product feeds, & other use cases.         Schedule automated exports to email, FTP, SFTP, Dropbox, Google Sheets, & more.         Use Calculated Fields to manipulate the data automatically on export.         Advanced Custom Filters for complex filtering logic.         Grouping and aggregation for generating basic summary reports.    ",Rating (5),102,"December 7, 2016","Order and shipping reports, Order and shipping reports",support@highviewapps.com
Customer Dashboard Pro ," Engage with your customers throughout their lifecycle with a beautiful customer account page.  Customer Dashboard Pro is built for customizing the look and feel of the customer account page by adding custom fields, custom menus, delivery addresses, order history, change passwords, customer can easily re-order, also merchants have the facility to change color palettes according to brand with custom CSS option for advance styles.   Customer Dashboard Pro is built for customizing the look and feel of the customer account page by adding custom fields, custom menus, delivery addresses, order history, change passwords, customer can easily re-order, also merchants have the facility to change color palettes according to brand with custom CSS option for advance styles.  more         Let your customer can easily edit personal information and addresses.         Easily change the color palette of the account page to match it with your brand.         Order history, Re-order, Custom Fields, Custom pages, Change password.         It’s easy to translate the customer account page with Customer Dashboard Pro.         Customer Dashboard Pro is free for up to 1500 customers.    ",Rating (5),2,"December 26, 2022","Customer accounts - Other, Customer accounts - Other",support@customerdashboard.pro
