Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
Corner FAQ Page & Help Center  ," Create professional looking FAQ and Helpdesk page for your store. Also FAQs for product pages & more  Easiest FAQ Page/Helpdesk app to setup, easy to install on your store: no liquid code editing is needed. Fully customize the look & feel to match your branding
Rich text editor with HTML and Markdown support for creating FAQ articles with Drag & Drop re-ordering of FAQ articles.

Fully customize the help desk/FAQ page to suit brand, with Icon packs & themes.
The app supports Translations, the UI Texts is auto-translated into 20 languages.   Easiest FAQ Page/Helpdesk app to setup, easy to install on your store: no liquid code editing is needed. Fully customize the look & feel to match your branding
Rich text editor with HTML and Markdown support for creating FAQ articles with Drag & Drop re-ordering of FAQ articles.

Fully customize the help desk/FAQ page to suit brand, with Icon packs & themes.
The app supports Translations, the UI Texts is auto-translated into 20 languages.  more         Organize FAQs into categories like Shipping, Returns, Product related FAQs         Assign FAQs to be shown in specific product pages as an accordion         A unique help widget with built-in contact us options for WhatsApp/Email.         Get free migration, we will move all your existing FAQs from your old app         Designed for the best user experience for your customers and to look real nice    ",Rating (5),124,"January 14, 2021","FAQ, FAQ",care@cornercart.io
Lucky Orange Heatmaps & Replay ," Understand what visitors are doing on your store to help improve conversions & reduce abandonment.  Lucky Orange can help you understand why your store is getting traffic that doesn’t convert into sales. Our conversion rate optimization tools have been trusted by websites around the world to gain insight into what people are doing on their website. 

Lucky Orange includes heatmaps, visitor recordings, chat, announcements, surveys, form analytics, conversion funnels and more. These tools help you to improve website visitor engagement, enhance user experience and satisfaction and grow sales.   Lucky Orange can help you understand why your store is getting traffic that doesn’t convert into sales. Our conversion rate optimization tools have been trusted by websites around the world to gain insight into what people are doing on their website. 

Lucky Orange includes heatmaps, visitor recordings, chat, announcements, surveys, form analytics, conversion funnels and more. These tools help you to improve website visitor engagement, enhance user experience and satisfaction and grow sales.  more         Recordings & Heatmaps show where people clicked & scrolled on your store         Using live chat & live view you can see people struggling & prevent abandonment         Surveys allow you to ask preferences, store experiences or new inventory ideas.         Conversion Funnels & Form Analytics shows which pages & fields are converting         Real-time, customizable dashboards allow you to surface meaningful insights    ",Rating (4.6),807,"July 8, 2014","Customer analytics, Marketing analytics, Customer analytics, Marketing analytics",1 (913) 735-9032
Instant FAQ & Help Center ," Displays a list of frequently asked questions with the answers. Reduces the number of questions.  Having an efficient and easy-to-use system that helps your customers find the answers to their questions quickly will totally eliminate any uncertainty they have and will inevitably increase their trust, purchase awareness, and sales.   Having an efficient and easy-to-use system that helps your customers find the answers to their questions quickly will totally eliminate any uncertainty they have and will inevitably increase their trust, purchase awareness, and sales.  more         Quickly and easily add an unlimited amount of FAQs to your website         Instantly give your customers the answers they\'re looking for and reduce support         WhatsApp, Facebook Messenger, Telegram, Skype, Viber, and Zalo chat integration    ",Rating (4.7),69,"February 8, 2021","FAQ, FAQ",app@roartheme.com
Bundle Product & Discount | HA ," Increase AOV with Volume Discount, Product Bundles, Quantity Breaks, Upsell and Cross-sell Bundles.  Bundle Product & Discount helps merchant boost store\'s revenue and Increase AOV with Volume Discount to Upsell and Combo bundles to Cross-sell products. Sell more, more products by showing irresistible bundle offers. Related product bundles recommendation at Cart page initiates shoppers for more purchase. Quantity breaks show relevant variant specific bundles with discounts. Schedule bundles in advance for Christmas & New Year occasions with our Bundle App.   Bundle Product & Discount helps merchant boost store\'s revenue and Increase AOV with Volume Discount to Upsell and Combo bundles to Cross-sell products. Sell more, more products by showing irresistible bundle offers. Related product bundles recommendation at Cart page initiates shoppers for more purchase. Quantity breaks show relevant variant specific bundles with discounts. Schedule bundles in advance for Christmas & New Year occasions with our Bundle App.  more         Upsell with volume discount & cross-sell with product bundle and increase sales.         Encourage customers to buy multiple products with volume discount/ bundle offers         Bundle page: show your bundles and bulk/ volume discount on any landing page.         Cart upsell with automatic bundle recommendation to initiate multiple purchase.         Bundle frequently bought items together and offer bundle discount on them.    ",Rating (5),34,"October 26, 2022","Product bundles, Upselling and cross-selling, Product bundles, Upselling and cross-selling",support@hellooapps.com
Gorgias ‑ Helpdesk & Live Chat ," Unify all support conversations (and related orders) to accelerate growth through happier customers.  Convert more shoppers, and retain them longer, with Gorgias — the revenue-focused customer service platform for fast-growing ecommerce merchants. Centralize every order, every conversation, even social comments and DMs, all in one customer ticket view. Reduce checkout friction with self-service resources that provide instant answers, or use dynamic Macros to auto-fill responses with personalized info. All of this turns your support agents into sales reps for your business, accelerating revenue.   Convert more shoppers, and retain them longer, with Gorgias — the revenue-focused customer service platform for fast-growing ecommerce merchants. Centralize every order, every conversation, even social comments and DMs, all in one customer ticket view. Reduce checkout friction with self-service resources that provide instant answers, or use dynamic Macros to auto-fill responses with personalized info. All of this turns your support agents into sales reps for your business, accelerating revenue.  more         Prioritize email, chat, voice, SMS, WhatsApp and social comments/DMs in one feed         Get full customer context before answering, with order and conversation history         View, edit, and cancel Shopify orders without leaving the Gorgias customer view         Improve your support: Track team activity and support metrics on live dashboards         Instantly answer shopper questions with self-service menus — no agent required    ",Rating (4.3),546,"March 1, 2017","Chat, Support ticket management, Chat, Support ticket management",+1 415-429-5934
FREE Help Center & Product FAQ ," FaqKing helps you to create product FAQ pages for your store and a help center for your customers!  Free FAQ help center page is fully customizable meaning you can adjust various aspects like font size, color, style, etc., to match your brand and style. The app is carefully built by taking all end users into consideration which makes your life easy. FaqKing FAQ app doesn\'t require any changes in your theme and works independently so you don\'t need to have any coding/programming knowledge! 

NEW feature: bubble FAQ on selected pages!   Free FAQ help center page is fully customizable meaning you can adjust various aspects like font size, color, style, etc., to match your brand and style. The app is carefully built by taking all end users into consideration which makes your life easy. FaqKing FAQ app doesn\'t require any changes in your theme and works independently so you don\'t need to have any coding/programming knowledge! 

NEW feature: bubble FAQ on selected pages!  more         Create free help center FAQ\'s that match your theme and your needs.         Fully customize questions and answers with our easy to use admin dashboard.         Static page that supports multiple language translations, product page FAQ\'s.         Show FAQs in a separate page and your product pages.         Admin is able to add images and videos to FAQ answers, format texts.    ",Rating (4.8),68,"January 25, 2021","FAQ, Support - Other, FAQ, Support - Other",viktorasssit@gmail.com
Happy Birthday Email ," Collect birthdays and send your customers an email with a unique discount code on their birthday  A Birthday email is one of the best performing marketing campaigns, fully automated and runs all year round! Set-up your own Birthday Club in minutes by collecting your customer\'s birthdate on the order status page, landing page, POS, newsletter sign-up forms or customer account creation page. Start growing your Birthday Club immediately and monitor the results as birthday discounts are sent out and used. Watch the lifetime value of each Birthday Club member grow as you build brand loyalty.   A Birthday email is one of the best performing marketing campaigns, fully automated and runs all year round! Set-up your own Birthday Club in minutes by collecting your customer\'s birthdate on the order status page, landing page, POS, newsletter sign-up forms or customer account creation page. Start growing your Birthday Club immediately and monitor the results as birthday discounts are sent out and used. Watch the lifetime value of each Birthday Club member grow as you build brand loyalty.  more         Sends your customers a birthday email each year with a unique discount code         Collects your customers DOB at multiple touchpoints across your store         Shows campaign stats and discount code conversions within the app         Manage the Birthday Club emails from your ESP with our integration options         Collect more Birthday Club sign-ups via our integration options    ",Rating (4.9),161,"June 23, 2017","Discounts, Gifts - Other, Discounts, Gifts - Other",support@happybirthday.unionworks.co.uk
HelpCenter | FAQ Chat Helpdesk ," Improve customer service with FAQ builder, help desk ticketing system, tabs, chatbot & live chat app  Answer your customers’ FAQs before they appear in your inbox with the help of an informative, easy-to-navigate FAQ page. It reduces the support team load and speeds up the response time. Manage inquiries from multiple channels: email, chat or FB Messenger - all in a single Help Desk. Add product descriptions, shipping and other info to product Tabs and improve store navigation. Our app provides Live Chat and automated chatbots that will keep your business accessible in real-time 24/7.   Answer your customers’ FAQs before they appear in your inbox with the help of an informative, easy-to-navigate FAQ page. It reduces the support team load and speeds up the response time. Manage inquiries from multiple channels: email, chat or FB Messenger - all in a single Help Desk. Add product descriptions, shipping and other info to product Tabs and improve store navigation. Our app provides Live Chat and automated chatbots that will keep your business accessible in real-time 24/7.  more         FAQ builder: create a SEO-friendly FAQ page using templates. FAQ translation         Chatbot & Live Chat app: Let your customers contact your business in real-time         Help Desk ticketing system: resolve inquiries from multiple channels in 1 place         Product tabs with descriptions (assign it by product type, collection or vendor)         Contact form: control over the elements, choose from different templates, widget    ",Rating (4.5),"1,307","December 8, 2015","FAQ, Support ticket management, FAQ, Support ticket management",support@helpcenterapp.com
"Plerdy — Heatmap, Replay & SEO "," Plerdy is a powerful tool: heatmap, session replay, SEO, popup survey, eCommerce tracking and more.  Your store doesn\'t convert visitors into customers; you need to find out the reasons for the design, buttons, banner, marketing campaign or something else. Of course, it is difficult to analyze why the user left your store without data, and blind \""optimization\"" by gradual changes takes a lot of time. Plerdy is an analytics tool that shows, based on heatmap data, recording video sessions how users behave on your store. You could survey visitors and offer a discount on your goods with popup forms.   Your store doesn\'t convert visitors into customers; you need to find out the reasons for the design, buttons, banner, marketing campaign or something else. Of course, it is difficult to analyze why the user left your store without data, and blind \""optimization\"" by gradual changes takes a lot of time. Plerdy is an analytics tool that shows, based on heatmap data, recording video sessions how users behave on your store. You could survey visitors and offer a discount on your goods with popup forms.  more         Heatmap — track all of clicks, cursor moves, scroll depth         Session recordings (session replay) — view what each visitor does on your store         Popup — survey customers, collect emails, increase sales and exit intent         SEO — daily analysis titles, descriptions, keywords and Google Search Console         Ecommerce tracking — Find the connection between user behavior and sales.    ",Rating (5),28,"February 15, 2022","Customer analytics, Customer analytics",support@email.plerdy.com
FAQ Page & Help Center Pro ," Easily create SEO-Friendly FAQ, product FAQ, FAQ Accordions pages with 12+ beautiful templates.  Note: If the FAQ demo store asks you for a storefront password, please enter \""123\"".
FAQ Page & Help Center Pro app by DDSHOPAPPS allows customers to look for common inquiries, questions with answers on the Knowledge Base and FAQ lists. Admins can create their own informative SEO-friendly FAQ page with all the necessary features.
Try our FAQs application to see why it is useful to you and trusted by merchants.   Note: If the FAQ demo store asks you for a storefront password, please enter \""123\"".
FAQ Page & Help Center Pro app by DDSHOPAPPS allows customers to look for common inquiries, questions with answers on the Knowledge Base and FAQ lists. Admins can create their own informative SEO-friendly FAQ page with all the necessary features.
Try our FAQs application to see why it is useful to you and trusted by merchants.  more         Show FAQs anywhere: Add FAQs to any page, section, product, collection         Support Google FAQ Schema: FAQs rich results are available, good for SEO         12+ Nice FAQ Page Templates: Easy to change various FAQ page templates         Multi-language FAQs, multiple main FAQ pages         Easy to create, easy to manage, boost sales    ",Rating (4.9),158,"June 15, 2021","FAQ, Store pages - Other, FAQ, Store pages - Other",ddshopapps@gmail.com
Helpful Product Reviews App ," HelpfulCrowd video product reviews makes building trust & making more sales faster and easier!  HelpfulCrowd is great for collecting video, photo or plain text product reviews to build immediate trust with shoppers.
Automatically collect reviews from customers after purchase, import them directly from AliExpress or another app. 
Protect your store brand with full review publishing control.
Drive engagement and conversions with our great looking premium widgets.
Our app does the \'heavy lifting\' to automatically build trust faster, drive more traffic and make more sales.   HelpfulCrowd is great for collecting video, photo or plain text product reviews to build immediate trust with shoppers.
Automatically collect reviews from customers after purchase, import them directly from AliExpress or another app. 
Protect your store brand with full review publishing control.
Drive engagement and conversions with our great looking premium widgets.
Our app does the \'heavy lifting\' to automatically build trust faster, drive more traffic and make more sales.  more         Build trust faster: Collect reviews after sale, migrate, AliExpress import         Drive more traffic: Automated SEO optimization to get found in Google searches         Make more sales: Great looking premium review widgets increases conversion rates         Increase basket value: Q&A with reviews increases value + xsell and upsell tools         Build loyalty: Engage customers, build a relationship and get more repeat sales    ",Rating (5),339,"September 26, 2018","Product reviews, Content marketing - Other, Product reviews, Content marketing - Other",1 (415) 992-7520
WhatsApp Marketing + Helpdesk ," Manage Customer Service on WhatsApp, Instagram, FB, Email, Chat. Send WhatsApp Marketing Broadcasts.  DelightChat\'s omnichannel customer support inbox helps your team streamline customer service, improve team productivity, and become loved by your customers for your amazing service.

Grow your sales by leveraging the power of WhatsApp. Run powerful WhatsApp Broadcasts, marketing automations, retention marketing campaigns using customer segments. We help you get official WhatsApp Business API access for your brand.   DelightChat\'s omnichannel customer support inbox helps your team streamline customer service, improve team productivity, and become loved by your customers for your amazing service.

Grow your sales by leveraging the power of WhatsApp. Run powerful WhatsApp Broadcasts, marketing automations, retention marketing campaigns using customer segments. We help you get official WhatsApp Business API access for your brand.  more         Manage customer chats from WhatsApp, Instagram, Facebook, Email & Live Chat.         Assign chats to team members, reply faster with templates and automations.         Send WhatsApp Broadcast campaigns to your customer lists and increase sales.         Recover Abandoned Carts, send Order Tracking link, increase Retention Marketing.         Get Official WhatsApp Business API access and Green Tick.    ",Rating (4.6),76,"January 25, 2021","Abandoned cart, Support ticket management, Abandoned cart, Support ticket management",support@delight.chat
Helium Customer Fields ," Create customer sign-up forms as unique as your business, and save custom data to customer accounts.  Helium Customer Fields is your one-stop shop to collect and manage customer information.

Create unique registration forms for different customer groups, and collect your customer\'s birthday, pet\'s name, VAT/Tax ID, etc. All customer data is synced with Shopify fields and/or customer metafields. 

Personalize forms with rules and variables, or tag customers automatically based on form input. 

Use our integrations to sync customer data with your business/marketing tools.   Helium Customer Fields is your one-stop shop to collect and manage customer information.

Create unique registration forms for different customer groups, and collect your customer\'s birthday, pet\'s name, VAT/Tax ID, etc. All customer data is synced with Shopify fields and/or customer metafields. 

Personalize forms with rules and variables, or tag customers automatically based on form input. 

Use our integrations to sync customer data with your business/marketing tools.  more         Simple drag-and-drop form builder with field types for nearly any use case         Approve customers by requiring account approval or email verification         Allow customers to edit their own data (name, email, or custom fields)         Configure automatic and/or conditional customer tags to organize customer groups         Developer-friendly! Front-end and back-end APIs are available for custom builds    ",Rating (4.9),285,"July 22, 2015","Customer analytics, Accounts and login, Customer analytics, Accounts and login",support@heliumdev.com
Reamaze Live Chat Helpdesk CRM ," Support and engage customers with live chat, chatbots, FAQ, and automation in a unified team inbox.  Reamaze is a customer support and engagement platform built for eCommerce.

Work faster, look professional, and retain happier customers with support and engagement tools like built-in FAQ, live chat, chatbots, web push notifications, status pages, and surveys, all in a multi-channel and unified team Inbox.

Connect to popular apps to lift efficiency. Use smart macros and automated workflows (AI Intents) with instant access to customer order info to save time and focus on what you do best.   Reamaze is a customer support and engagement platform built for eCommerce.

Work faster, look professional, and retain happier customers with support and engagement tools like built-in FAQ, live chat, chatbots, web push notifications, status pages, and surveys, all in a multi-channel and unified team Inbox.

Connect to popular apps to lift efficiency. Use smart macros and automated workflows (AI Intents) with instant access to customer order info to save time and focus on what you do best.  more         Manage customer support requests from email, chat, social, SMS, voice and more.         Create automated engagement, push, and chatbot prompts w/ AI to get more sales.         Manage, modify, and create Shopify orders directly while talking to customers.    ",Rating (4.6),217,"April 1, 2014","Chat, Support ticket management, Chat, Support ticket management",(408) 520-1217
Retter ‑ Heatmaps & Replay ," Heatmaps & Replay help you record visitor activity, to see how they interact with your store.  Retter helps you see where your visitors clicked, scrolled, moved, or tapped. Replay how your visitors interact with your products, collections, pages, carts, and what made them abandon your store. Using Session Record & Replay is a must.

More over we provide Dynamic Heatmaps that help you understand which part of your pages are the most interactive & help you make smart decisions to improve your store and boost your conversions over time. Session Recording & Replay + Heatmap help to improve UX   Retter helps you see where your visitors clicked, scrolled, moved, or tapped. Replay how your visitors interact with your products, collections, pages, carts, and what made them abandon your store. Using Session Record & Replay is a must.

More over we provide Dynamic Heatmaps that help you understand which part of your pages are the most interactive & help you make smart decisions to improve your store and boost your conversions over time. Session Recording & Replay + Heatmap help to improve UX  more         Record & Replay help you understand your visitor with location, browser, session         Heatmaps help you understand which part of your page is interactive         Replay recordings is just like DVR, see where your visitors click, scroll & move         Heatmap & Replay help Identify landing page problems and improve your sales         Get a deep understanding how your customer interact with the store by replays    ",Rating (4.7),41,"May 21, 2021","Customer analytics, Marketing analytics, Customer analytics, Marketing analytics",support@upify.io
Happy Birthday Marketing ," Offer birthday discounts + boost revenue with email marketing!  Improve customer engagement and loyalty by offering exclusive promotion emails on your customer\'s birthday! This is a great way to reactivate relations with customers that haven\'t been active in a while!

Happy Birthday Marketing is a new player on the Shopify app store. Merchants who sign up now are guaranteed free lifetime access as early adopters!

No need to wait around for support to install code on your Shopify theme. Get up and running in 10 minutes or less   Improve customer engagement and loyalty by offering exclusive promotion emails on your customer\'s birthday! This is a great way to reactivate relations with customers that haven\'t been active in a while!

Happy Birthday Marketing is a new player on the Shopify app store. Merchants who sign up now are guaranteed free lifetime access as early adopters!

No need to wait around for support to install code on your Shopify theme. Get up and running in 10 minutes or less  more         Customize birthday discount email copy, colors, logo image, etc         Birthday signup on thank you page (order status page) shown after order is made         Birthday signup landing page you can link to on your website + emails         Post purchase page birthday signup to improve conversion even more         Sync birthday with customer Klaviyo profile    ",Rating (5),7,"July 11, 2022","Discounts, Email marketing, Discounts, Email marketing",support@northern-apps.com
POWR: FAQ Page | Help Center ," Create, organize and display Frequently Asked Questions (FAQ) to help support customers on any page.  It\'s often that site visitors need more information before completing a purchase. You can also reduce phone calls and emails by answering questions directly on your site. Include an FAQ section on each page, or create a Help Center page for your website. Provide customer support with FAQs and answers like telling site visitors about your business by answering \""Why Us?\"", shipping details, return/cancellation/refund policies, and product information or uses.   It\'s often that site visitors need more information before completing a purchase. You can also reduce phone calls and emails by answering questions directly on your site. Include an FAQ section on each page, or create a Help Center page for your website. Provide customer support with FAQs and answers like telling site visitors about your business by answering \""Why Us?\"", shipping details, return/cancellation/refund policies, and product information or uses.  more         Make your FAQ searchable with a search bar         Customize sections, alignment, labels, icons, and much more         Choose hover or mouse-over effect         Activate upvote or downvote on answers         Add links, images, and videos to FAQs    ",Rating (4.4),226,"January 8, 2016","FAQ, Page builder, FAQ, Page builder",appsupport@powr.io
Draft Order Helper ," The app allows further customization on draft order, and add discount code  With this app, you can create a checkout from draft order which allows customer/ you to input discount code, saving hassles of manually calculating discount.
Add more info to the draft order such as line item properties, order notes, and also rearrange line items without having to recreate it.

Deduct inventories of the products in the draft order, to prevent overselling while the draft order is pending payment.

You can convert abandoned checkout to draft order while preserving properties.   With this app, you can create a checkout from draft order which allows customer/ you to input discount code, saving hassles of manually calculating discount.
Add more info to the draft order such as line item properties, order notes, and also rearrange line items without having to recreate it.

Deduct inventories of the products in the draft order, to prevent overselling while the draft order is pending payment.

You can convert abandoned checkout to draft order while preserving properties.  more         Create a checkout from draft order, and let customer apply discount code         Add line item properties or order notes to draft order         Deduct inventories of the line items of the draft order with 1 click         Rearrange order of line items for your draft order         Create a draft order from abandoned checkout, with the properties from products    ",Rating (5),6,"June 4, 2021","Abandoned cart, Discounts, Abandoned cart, Discounts",axel@draftorder.app
eDesk ‑ Help Desk & Live Chat ," eDesk unifies all your customer conversations and order history into an AI-powered growth center  eCommerce brands often face some challenges to scaling customer satisfaction as they expand their sales and support channels. 

Our All-In-One Helpdesk enables online retailers like you to deliver fast and accurate customer service from all your channels in one place, automate common queries and turn every customer interaction into a sale. 

Leverage customer intelligence to drive loyalty, repurchase, and sustainable growth, with eDesk: the All-In-One Helpdesk for E-commerce.   eCommerce brands often face some challenges to scaling customer satisfaction as they expand their sales and support channels. 

Our All-In-One Helpdesk enables online retailers like you to deliver fast and accurate customer service from all your channels in one place, automate common queries and turn every customer interaction into a sale. 

Leverage customer intelligence to drive loyalty, repurchase, and sustainable growth, with eDesk: the All-In-One Helpdesk for E-commerce.  more         Smart Inbox: Centralize all of your support and share it across your team         Integration: consolidate orders and tickets, from 250+ channels, in one place         AI-powered Automations: Automate more than you ever thought possible         Customer View: Save agents and shoppers time with a 360° view of customers         Live Chat: Utilize Live Chat for higher conversions and more sales    ",Rating (4.8),30,"July 12, 2016","Chat, Support ticket management, Chat, Support ticket management",1 917 6882333
Crisp ‑ Helpdesk & Live Chat ," Centralize channels, gather teams, and synchronize e-commerce customer data, all in one platform.  Crisp is an e-commerce multichannel help desk platform that helps small and medium online stores around the world to connect instantly with buyers or leads who are waiting for help.

With its quickly evolving set of tools, Crisp is helping Shopify store owners to navigate through the omnichannel-driven revolution by using conversations to unlock better word of mouth.

Take advantage of chatbots, live chat, and dedicated FAQ to create the perfect helpdesk for your e-commerce business.   Crisp is an e-commerce multichannel help desk platform that helps small and medium online stores around the world to connect instantly with buyers or leads who are waiting for help.

With its quickly evolving set of tools, Crisp is helping Shopify store owners to navigate through the omnichannel-driven revolution by using conversations to unlock better word of mouth.

Take advantage of chatbots, live chat, and dedicated FAQ to create the perfect helpdesk for your e-commerce business.  more         Centralize 12 channels  - Emails, live chat, Instagram DM, Messenger, Phone ...         Preview carts, check order history, and issue refunds straight from your Inbox         Dedicated FAQ page builder to craft the best help desk system         Chatbot builder with pre-made scenarios to resolve issues and increase sales         Add Crisp Live Chat to your online store in 30 seconds    ",Rating (4.6),5,"December 16, 2022","Chat, Support ticket management, Chat, Support ticket management",support@crisp.chat
Website Heatmap Software ," New website heatmap software with revenue attribution. Tracks all clicks, conversions and revenue.  SquidVision is a super cool conversion rate optimization and analytics tool that shows you how much revenue every button and link on your website generates. 

Is your main CTA working like it should?

Are your products listed in the optimal order?

Is your content marketing driving sales?

Now you can easily do better conversion rate optimization (CRO) by seeing which buttons, links and images are generating your revenue.   SquidVision is a super cool conversion rate optimization and analytics tool that shows you how much revenue every button and link on your website generates. 

Is your main CTA working like it should?

Are your products listed in the optimal order?

Is your content marketing driving sales?

Now you can easily do better conversion rate optimization (CRO) by seeing which buttons, links and images are generating your revenue.  more         Revenue Heatmaps that show how much revenue each button and link generate.         Track revenue on blog post CTA\'s to validate content marketing strategy.         Run heatmaps on AB tests on landing pages to quickly increase conversions.    ",Rating (4.7),11,"September 5, 2022","Sales analytics, Content marketing - Other, Sales analytics, Content marketing - Other",support@squidvision.com
Richpanel Helpdesk & Live Chat ," Automate your support tickets and let agents convert more visitors to purchase.  Gain customer loyalty with a hassle-free customer experience and turn customer service into a revenue channel with Richpanel -the help desk purpose-built  to make customer support easy. Centralize all order and customer conversation history from all channels in one inbox view. Automate customer service without frustrating customers by using Amazon-like customer self-service that provide instant resolutions. Effortlessly personalize at scale and drive sales from conversations.   Gain customer loyalty with a hassle-free customer experience and turn customer service into a revenue channel with Richpanel -the help desk purpose-built  to make customer support easy. Centralize all order and customer conversation history from all channels in one inbox view. Automate customer service without frustrating customers by using Amazon-like customer self-service that provide instant resolutions. Effortlessly personalize at scale and drive sales from conversations.  more         Provide instant resolutions with self-service flows and no agent involvement         Manage tickets from Email, SMS, Social Media (comments and DMs) in a single view         Quickly understand customer needs with complete order and conversation history         View, edit, cancel and create orders without leaving the help desk inbox         Measure revenue and performance of agents with support analytics and dashboards    ",Rating (5),102,"November 15, 2019","Customer order tracking, Support ticket management, Customer order tracking, Support ticket management",1-415-498-1118
Handshake for Suppliers ," Handshake is Shopify’s handpicked wholesale marketplace for one-of-a-kind US brands.  Every day, Handshake helps thousands of approved retailers discover and order unique products from professional, quality brands – all carefully curated by Shopify.

Handshake is 100% built by Shopify. That means one integrated platform for managing all your products, orders, and buyers. Once your application to sell is approved, you\'ll own your brand profile on Handshake, and manage everything from Shopify.

Product categories include Apparel, Jewelry, Beauty, Food & Drink, Stationary, and more.   Every day, Handshake helps thousands of approved retailers discover and order unique products from professional, quality brands – all carefully curated by Shopify.

Handshake is 100% built by Shopify. That means one integrated platform for managing all your products, orders, and buyers. Once your application to sell is approved, you\'ll own your brand profile on Handshake, and manage everything from Shopify.

Product categories include Apparel, Jewelry, Beauty, Food & Drink, Stationary, and more.  more         Manage products in Shopify         Reach new buyers         Join for free    ",Rating (1),25,"June 8, 2021","Finding suppliers, Finding suppliers",help@handshake.com
CRO ‑ Add Header Footer Code ," Insert code to <head>, after <body> and/or before </body> tags  #Insert Header Footer Script Plugin
True to its name, Insert Header Footer Script allows you to insert any type of script on your Shop page. This Shopify plugin can add script code to the ‘head’ section, after the ‘body’ section or before the ‘body’ tag. 

Next time you need to insert code like Google Analytics, custom CSS, Facebook Pixel, Meta Tag code, Javascript, etc, simply activate this plugin, paste the code, click ‘Save’, and that’s it. You have successfully added the code across all the   #Insert Header Footer Script Plugin
True to its name, Insert Header Footer Script allows you to insert any type of script on your Shop page. This Shopify plugin can add script code to the ‘head’ section, after the ‘body’ section or before the ‘body’ tag. 

Next time you need to insert code like Google Analytics, custom CSS, Facebook Pixel, Meta Tag code, Javascript, etc, simply activate this plugin, paste the code, click ‘Save’, and that’s it. You have successfully added the code across all the  more         Add Google Analytics/ Google Tag Manager/Facebook Pixel/Meta tag code         Insert HTML, CSS, Liquid, JQuery, and Javascript         Insert code to particular pages/products/collection         Split code to various services to manage them better    ",Rating (5),6,"April 20, 2020","Marketing analytics, Page builder, Marketing analytics, Page builder",ahmedmobindev@gmail.com
RTL King Hebrew | תרגום ויישור ," ישרו את האתר לימין בקלות! שתי לחיצות ואתר השופיפיי שלכם בעברית ומיושר לימין, מוכן לקהל הישראלי  אפליקציה פשוטה ומהירה להתאמת את חנות השופיפיי שלכם לעברית, ולהפוך אותה ידידותית למשתמשים שלכם.
האפליקציה תיישר את התבנית שלכם לימין, גם בגרסאת הדסקטופ וגם בגרסת המובייל, כולל תפריטים, סליידרים וכל אלמנט אחרת בתבנית.
בנוסף, האפליקציה מאפשרת תרגום של המושגים החנות לעברית באופן אוטומטי  כך שלא תצטרכו לתרגם אותם אחד-אחד, רק התקינו את האפליקציה ושנו את השפה - ואתם יכולים להתחיל לעצב את החנות בעברית   אפליקציה פשוטה ומהירה להתאמת את חנות השופיפיי שלכם לעברית, ולהפוך אותה ידידותית למשתמשים שלכם.
האפליקציה תיישר את התבנית שלכם לימין, גם בגרסאת הדסקטופ וגם בגרסת המובייל, כולל תפריטים, סליידרים וכל אלמנט אחרת בתבנית.
בנוסף, האפליקציה מאפשרת תרגום של המושגים החנות לעברית באופן אוטומטי  כך שלא תצטרכו לתרגם אותם אחד-אחד, רק התקינו את האפליקציה ושנו את השפה - ואתם יכולים להתחיל לעצב את החנות בעברית  more         יישור מלא לימין - כולל כל האלמנטים בחנות         תמיכה בכל תבניות שופיפיי החינמיות - בחרו כל תבנית חינמית בשופיפיי         תמיכה בעברית - פנו אלינו עם כל שאלה או בעיה ונענה בהקדם    ",Rating (5),2,"December 27, 2022","Language and translation, Page enhancements - Other, Language and translation, Page enhancements - Other",support@thekingoftheapps.com
Handshake: Buy Wholesale ," Your new wholesale marketplace from one-of-a-kind US brands – built by Shopify.  Handshake puts unique, on-trend inventory at your fingertips. It’s your curated online marketplace full of cool products.

Discover your store’s next bestseller from thousands of independent creators – each one handpicked by Handshake’s product sourcing experts. Because quality is in the detail.

Handshake welcomes retailers who we can verify meet the following minimum criteria:
- Based in the US
- Products are not sold on third party marketplaces, including Amazon, Etsy, and eBay   Handshake puts unique, on-trend inventory at your fingertips. It’s your curated online marketplace full of cool products.

Discover your store’s next bestseller from thousands of independent creators – each one handpicked by Handshake’s product sourcing experts. Because quality is in the detail.

Handshake welcomes retailers who we can verify meet the following minimum criteria:
- Based in the US
- Products are not sold on third party marketplaces, including Amazon, Etsy, and eBay  more         Deal directly with creators         No fees or commissions         Low order minimums         Less searching, more sales    ",Rating (2.7),6,"May 4, 2021","Finding suppliers, Online marketplaces, Finding suppliers, Online marketplaces",help@handshake.com
