Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
Sc Product Bulk Editor ," Is updating your catalog time-consuming? Sc Product Bulk Editor offers you the tool for managing it.  With the App Sc Product Bulk Editor you’re going to differentiate yourself from the competition with the ability to efficiently filter/control/check your prices, images or any other missing data and add them quickly.

Benefits for you: Save time working. Manage efficiently variants. Easy update of your catalog.

Benefits of the App: A single interface to manage all your product catalog. Synchronization in real time with your store. Price adapted to your activity: pay as you use   With the App Sc Product Bulk Editor you’re going to differentiate yourself from the competition with the ability to efficiently filter/control/check your prices, images or any other missing data and add them quickly.

Benefits for you: Save time working. Manage efficiently variants. Easy update of your catalog.

Benefits of the App: A single interface to manage all your product catalog. Synchronization in real time with your store. Price adapted to your activity: pay as you use  more         Create, modify products and collections directly avoiding tedious imports.         Lost among your data? Handle seamlessly your most complex products in an ergonom         Organize products and manual collections or automated collections with tags in j    ",Rating (2.9),3,"December 18, 2020","Bulk editor, Collection manager, Bulk editor, Collection manager",+33 9 75 66 44 44
EZIE Shipping Optimizer ," Connect EZIE App Shipping Optimizer and get access +45 shipping providers across Southeast Asia  EZIE App is the largest shipping aggregator app in Southeast Asia with +45 shipping providers 
- Singapore: J&T express, Qxpress, Ninja Van, Uparcel, Grab, Gogox, Lalamove and ++
- Malaysia: J&T express, NinjaVan, Flash express, Pickupp, Borzo, Lalamove and ++
- Indonesia: JNE, J&T expresss, NinjaVan, Sicepat, Anteraja, Grab, Borzo, Paxel and ++
- Philippines: J&T express, NinjaVan, Flash express, Borzo, Lalamove and ++
- Vietnam: J&T express, NinjaVan, GHKN, Ahamove, Grab and ++   EZIE App is the largest shipping aggregator app in Southeast Asia with +45 shipping providers 
- Singapore: J&T express, Qxpress, Ninja Van, Uparcel, Grab, Gogox, Lalamove and ++
- Malaysia: J&T express, NinjaVan, Flash express, Pickupp, Borzo, Lalamove and ++
- Indonesia: JNE, J&T expresss, NinjaVan, Sicepat, Anteraja, Grab, Borzo, Paxel and ++
- Philippines: J&T express, NinjaVan, Flash express, Borzo, Lalamove and ++
- Vietnam: J&T express, NinjaVan, GHKN, Ahamove, Grab and ++  more         Standard delivery service with J&T express, NinjaVan, Flash express, Janio, JNE,         Instant delivery service with Lalamove, Grab, Uparcel, Borzo, Gogox, Paxel, etc.         International delivery service with J&T express, Janio, Aramex, DHL ecom, etc.    ",Rating (2.3),3,"July 22, 2021","Outsourced fulfillment, Packing slips, Outsourced fulfillment, Packing slips",+6598851460
IndoShipping ," Realtime shipping cost calculation app for Indonesian merchants.  Indoshipping adds local real-time shipping cost calculation on the checkout page. The shipping rates are taken directly from the shipping carrier server using API. 

The app installation is very straightforward. No theme changes required. It will be integrated into the Shopify checkout system directly as soon as you complete the configuration.

All of the popular shipping carriers in Indonesia are available. Such as JNE, J&T, Sicepat, Ninja, Anteraja, POS, TIKI, Wahana, LION, TGI , etc.   Indoshipping adds local real-time shipping cost calculation on the checkout page. The shipping rates are taken directly from the shipping carrier server using API. 

The app installation is very straightforward. No theme changes required. It will be integrated into the Shopify checkout system directly as soon as you complete the configuration.

All of the popular shipping carriers in Indonesia are available. Such as JNE, J&T, Sicepat, Ninja, Anteraja, POS, TIKI, Wahana, LION, TGI , etc.  more         Easy to Install on Your Website         Accurate and real time shipping rate calculation.         Support all of the popular shipping carriers in Indonesia.         Supports International Shipping.    ",Rating (3.7),6,"September 23, 2019","Shipping rate calculator, Shipping rate calculator",+62831-7472-5919
"Joy: Rewards, Loyalty Program  "," Joy Loyalty helps convert your buyers into loyal customers effortlessly by automatic points earning  See the power of this app with outstanding features
- An automatic and powerful rewards point system. Store admins can easily setup earning/spending point flexibly
- Redeeming condition and points expiration period
- Customer management: manage points, reward card
- Brand design customization: loyalty popup, welcome popup, recommended
- Referrals program, discount code, commission program
-  Analytics for loyalty campaign reports
Importantly, there is no coding required, 24/7 support service   See the power of this app with outstanding features
- An automatic and powerful rewards point system. Store admins can easily setup earning/spending point flexibly
- Redeeming condition and points expiration period
- Customer management: manage points, reward card
- Brand design customization: loyalty popup, welcome popup, recommended
- Referrals program, discount code, commission program
-  Analytics for loyalty campaign reports
Importantly, there is no coding required, 24/7 support service  more         Earning rule: Signup, Place orders, Write Review, Social Share, Referral, etc         Spending rule: Discount amount or percentage on online store or POS         Customer management: Adjust, import and export  points         Fully customizable branding with language translattion         Reward email notification, automation email, loyalty email    ",Rating (4.9),784,"June 28, 2021","Discounts, Loyalty and rewards, Discounts, Loyalty and rewards",win@avada.io
Scarcify App ,"   See results right away with the Scarcify app! We have six tools that add credibility and scarcity to help you increase the action of your user which equals more engagement and revenue. Normally you would need 6 different apps that we have combined into one simple app suite.  

#How Does It Work?

Scarcify has multiple pre-made and customizable tools including product page countdown timers, social proof pop-ups, multiple promotion header announcement bar, real time visitor counter, auto...   See results right away with the Scarcify app! We have six tools that add credibility and scarcity to help you increase the action of your user which equals more engagement and revenue. Normally you would need 6 different apps that we have combined into one simple app suite.  

#How Does It Work?

Scarcify has multiple pre-made and customizable tools including product page countdown timers, social proof pop-ups, multiple promotion header announcement bar, real time visitor counter, auto...  more    ",Rating (3.7),8,"September 11, 2017","Countdown timer, Stock counter, Countdown timer, Stock counter",6193068488
Judge.me AliExpress Reviews ," Import unlimited reviews from AliExpress. Display reviews using Judge.me or any review app.  To import reviews, install the app or Chrome extension, then choose the Shopify product to add reviews and enter the AliExpress product URL. You can apply many filters: number of reviews to import, minimum rating/specific rating, reviews with photos, etc. To import faster, you can create import settings and run multiple imports simultaneously with different settings. You can transfer your imported reviews automatically to Judge.me, or export reviews to CSV and import them to another review app.   To import reviews, install the app or Chrome extension, then choose the Shopify product to add reviews and enter the AliExpress product URL. You can apply many filters: number of reviews to import, minimum rating/specific rating, reviews with photos, etc. To import faster, you can create import settings and run multiple imports simultaneously with different settings. You can transfer your imported reviews automatically to Judge.me, or export reviews to CSV and import them to another review app.  more         Import unlimited reviews from AliExpress. Run multiple imports at the same time.         Apply multiple filters to get the reviews you want         Integrate with Judge.me to show reviews or export reviews to another review app         Import reviews directly from AliExpress pages with the Chrome extension         Build trust and increase conversion rate with review photos and descriptive UGC    ",Rating (4.9),468,"March 14, 2018
          ·","Product reviews, Direct marketing - Other, Product reviews, Direct marketing - Other",support@judge.me
Jubilee Beauty Print on Demand ," Start a personalized cosmetics & vegan beauty brand in just a few minutes! Ships from USA & Canada.  Grab your share of the $87 billion beauty industry with Jubilee. Starting and scaling a private-label cosmetics and beauty brand has never been easier. Discover high-quality private-label makeup and beauty products. Upload your logo and write your brand name. Find products to sell. Customize and push selected listings to your store with one click. Find a wide selection of high quality beauty and cosmetics products with 2-day processing time that ship from USA. Try Jubilee beauty for FREE today.   Grab your share of the $87 billion beauty industry with Jubilee. Starting and scaling a private-label cosmetics and beauty brand has never been easier. Discover high-quality private-label makeup and beauty products. Upload your logo and write your brand name. Find products to sell. Customize and push selected listings to your store with one click. Find a wide selection of high quality beauty and cosmetics products with 2-day processing time that ship from USA. Try Jubilee beauty for FREE today.  more         Add your personalized brand name & logo on cosmetics, beauty, skincare products         Easily search from a strong catalog of lipsticks, mascara, eyeliner & foundation         Order samples at wholesale costs and try products before selling on your store         Get exclusive access to an account manager here to help every step of the way         Filter by category to find products, edit and sell on your store    ",Rating (4.5),232,"September 23, 2022","Dropshipping, Print on demand (POD), Dropshipping, Print on demand (POD)",support@jubilee.beauty
Junip ‑ Product Reviews & UGC ," Gather more reviews & display them everywhere that matters. For products worth talking about.  Gather, manage & display reviews using the same platform as OLIPOP, Jones Road Beauty, Kotn, Lomi, Hexclad, Pier 1 Imports, BodyBuilding.com & 3,000+ others that made the switch to Junip.

Our review widgets are speed tested & automatically match your branding & CSS out of the box. Mobile first review forms lead to 4x more photo & videos alongside custom questions & attributes. Simple to set up & manage - we make sure reviews are easy so you can get back to building your business.   Gather, manage & display reviews using the same platform as OLIPOP, Jones Road Beauty, Kotn, Lomi, Hexclad, Pier 1 Imports, BodyBuilding.com & 3,000+ others that made the switch to Junip.

Our review widgets are speed tested & automatically match your branding & CSS out of the box. Mobile first review forms lead to 4x more photo & videos alongside custom questions & attributes. Simple to set up & manage - we make sure reviews are easy so you can get back to building your business.  more         Review submission purpose built for mobile, leading to 4x the media in reviews         Deep integrations with leading ESP & SMS tools to send & manage communications         Works across Google Shopping, search & more to improve conversion rate         Review widgets that are accessible, performant, mobile first & match your brand         Powerful Admin tools to reply to reviews, share on social, manage users & more    ",Rating (5),330,"November 19, 2019
          ·","Product reviews, Page enhancements - Other, Product reviews, Page enhancements - Other",support@juniphq.com
JetPrint: Print On Demand ," Build Up Your Own Brand by 400+ Print On Demand Shoes, Custom Jewelry, Drinkware, Bags&AOP Clothing  Being passionate about quality products\' expansion with better mockups. Now Direct Design-In-Store realized! 80+ jewelry & custom gifts selected to sync to your store for your customers to directly design and order, and easily update your current brand to be customizable.

Own Source manufacturer supplying 400+ custom products & fast global trackable dropshipping services! Aiming at better print on demand products, services, and easier integration to help with building up your own custom brands!   Being passionate about quality products\' expansion with better mockups. Now Direct Design-In-Store realized! 80+ jewelry & custom gifts selected to sync to your store for your customers to directly design and order, and easily update your current brand to be customizable.

Own Source manufacturer supplying 400+ custom products & fast global trackable dropshipping services! Aiming at better print on demand products, services, and easier integration to help with building up your own custom brands!  more         400+ Print On Demand Shoes, Custom Jewelry&Gifts, Drinkware, Bags & AOP Clothing         80+ Jewelry & custom gifts for branding with custom texts&images         Easily sync DIY jewelry&gifts for customers\' direct design&order in your store         Quality products with real-time mockup generation for faster setup&ads promotion         5-Day production & 7-Day global trackable express drop shipping with 0 MOQ.    ",Rating (4),282,"December 15, 2017","Dropshipping, Print on demand (POD), Dropshipping, Print on demand (POD)",+1(415)800-4813
Jebbit: Easily Create Quizzes ," Easily create personalized product finder quizzes. Increase leads, conversions & average order value  With Jebbit, Shopify and Shopify Plus merchants can create shoppable product finder quizzes to capture leads, increase conversion rates and recover abandoned carts - no code required. Jebbit personalized quizzes see an above average completion rate and create confident purchase decisions that build trust with consumers.   With Jebbit, Shopify and Shopify Plus merchants can create shoppable product finder quizzes to capture leads, increase conversion rates and recover abandoned carts - no code required. Jebbit personalized quizzes see an above average completion rate and create confident purchase decisions that build trust with consumers.  more         Sync product recommendations directly from your Shopify product catalogue.         Easily build, optimize & update your quiz in minutes with our no-code builder.         Increase leads, conversions, average order value & recover abandoned carts.         Direct integration with Klaviyo & Attentive for personalized communications.         In-depth analytics & metrics on leads, engagements, views and completions    ",Rating (4.9),76,"November 9, 2020","Email capture, Recommended products, Email capture, Recommended products",Support@Jebbit.com
JSON‑LD for SEO ," More organic SEO traffic by highlighting your reviews, prices, & business details in search results  Safely & effectively earn qualified traffic to boost conversions. Instantly connect 100s of structured data fields needed for Google Rich Results, Rich Snippets & Merchant Center (Google Shopping, Ads, YouTube Shopping). Swap out & edit the theme & your Schema.org based structured data auto-updates at no extra cost. After installing you’ll get a data audit, up to 6 months of monitoring, unlimited app support, & the Shopify SEO: Simplified audio training course. Not sure? Ask for your free audit.   Safely & effectively earn qualified traffic to boost conversions. Instantly connect 100s of structured data fields needed for Google Rich Results, Rich Snippets & Merchant Center (Google Shopping, Ads, YouTube Shopping). Swap out & edit the theme & your Schema.org based structured data auto-updates at no extra cost. After installing you’ll get a data audit, up to 6 months of monitoring, unlimited app support, & the Shopify SEO: Simplified audio training course. Not sure? Ask for your free audit.  more         Qualify for Rich Results & earn more quality traffic in Google, Bing & Pinterest         Connect all the Schema fields needed for Google Merchant Center with/out a feed         Show product reviews in search results with one of the 20+ review apps supported         Pull subscription-based prices from subscription apps to show price ranges         Data for products, blogs, pages & homepage plus options for FAQ, Recipes & Video    ",Rating (4.9),511,"October 20, 2015
          ·","SEO, Advertising - Other, SEO, Advertising - Other",support@ilanadavis.com
Artshiney：Jewelry Dropshipping ," Artshiney is a jewelry manufacturer, we provide jewelry on-demand distribution services  How does Artshiney work?

1. Start by creating an Artshiney account
2. Connect your Shopify store with the integration on the store page and click the \""Add App\"" button
3. You can choose the goods to be distributed, and do some simple price setting operations, Artshiney will take you to this
4. The configuration information of the product is synchronized to your online store.
5. Your customers choose our products in your online store, click the Customize button, your customers will be able to use   How does Artshiney work?

1. Start by creating an Artshiney account
2. Connect your Shopify store with the integration on the store page and click the \""Add App\"" button
3. You can choose the goods to be distributed, and do some simple price setting operations, Artshiney will take you to this
4. The configuration information of the product is synchronized to your online store.
5. Your customers choose our products in your online store, click the Customize button, your customers will be able to use  more         We offer special customizers that allow your customers to customize jewelry         We will provide exquisite product packaging, which will surprise your customers         Multiple hot finished  jewelry and custom jewelry on the shelves every day    ",Rating (4.6),2,"May 31, 2022","Dropshipping, Gift registry, Dropshipping, Gift registry",service@artshiney.com
Just Sold ," Just sold will promote products that other shoppers have purchased in your store.  We have designed our dynamic sales ticker to drive more sales within your Shopify store by influencing your visitors to take action. Use the power of social influence!

Consumers typically purchase faster, and more often, when they see other consumers making similar purchases. It’s a simple marketing rule that’s as old as time itself and the very principle that our app was built for.   We have designed our dynamic sales ticker to drive more sales within your Shopify store by influencing your visitors to take action. Use the power of social influence!

Consumers typically purchase faster, and more often, when they see other consumers making similar purchases. It’s a simple marketing rule that’s as old as time itself and the very principle that our app was built for.  more         Our sales ticker notifies your site visitors of recent purchases & cart addition         Our sales notification shows your visitors what others are looking at         We’ve designed our sales ticker to look as good as it functions    ",Rating (4.7),375,"May 22, 2020","Popups, Social proof, Popups, Social proof",support@zoomifi.com
TrendDrop | On‑Trend Jewelry ," TrendDrop Automates Your Sourcing and Fulfillment Needs. Sync our catalog and orders seamlessly.  Right Style at Right Time - The Real Choice
TrendDrop does real-time sync of our high-quality, on-trend catalog of fashion jewelry and accessories.
Order auto syncs to our systems and ships the same day out of approval. Most orders are delivered to the door within 3 business days.

As Brand Owner, you have complete flexibility to set your own mark-ups with our easy and user-friendly tool.

#Trending Styles + Quality + Competitive Pricing +Excellent Customer Support= Your Success   Right Style at Right Time - The Real Choice
TrendDrop does real-time sync of our high-quality, on-trend catalog of fashion jewelry and accessories.
Order auto syncs to our systems and ships the same day out of approval. Most orders are delivered to the door within 3 business days.

As Brand Owner, you have complete flexibility to set your own mark-ups with our easy and user-friendly tool.

#Trending Styles + Quality + Competitive Pricing +Excellent Customer Support= Your Success  more         One-click import of catalog to store.Protect reputation with high-quality styles         Auto-sync orders. Real-time sync saves time and reduces the risk of lost sales.         Ships same day of order approval.Fast Shipping and Delivery.    ",Rating (4.7),4,"September 17, 2021","Dropshipping, Dropshipping",(844) 765-8696
easyRates: Japan Post ," Automatically calculate and offer real-time Japan Post rates for international shipments!  Just install, confirm your shipping zones, and voilà: available Japan Post shipping methods and rates will be shown to your customers!

You can take things further by offering free shipping based on cart total, adding handling fees, and more. You can also simplify things by only displaying recommended methods (and blocking any restricted methods from showing up during checkout). International orders are even easier when paired with easyLabel!

*Domestic shipping within Japan is not supported   Just install, confirm your shipping zones, and voilà: available Japan Post shipping methods and rates will be shown to your customers!

You can take things further by offering free shipping based on cart total, adding handling fees, and more. You can also simplify things by only displaying recommended methods (and blocking any restricted methods from showing up during checkout). International orders are even easier when paired with easyLabel!

*Domestic shipping within Japan is not supported  more         Display available international shipping methods and rates from Japan Post         Create country-specific rules and restrictions         Block restricted methods or display warnings (e.g. COVID-19 suspensions)         Add packaging weight rules for more accurate quotes         Offer free shipping methods based on a customer’s cart total    ",Rating (4.8),7,"October 19, 2017","Shipping rate calculator, Shipping rate calculator",support@lunaris.jp
Custom CSS & JS ,"   Customize your Shopify store exactly how you want it. Add CSS and Javascript to your site. Edit your code in an easy-to-use code editor. This plugin is designed to meet the needs of administrators who would like to add their own CSS or JS to their Shopify website.

Styles and Javascript files created with this plugin will be included in your theme files. This results in fast loading times for your customers.   Customize your Shopify store exactly how you want it. Add CSS and Javascript to your site. Edit your code in an easy-to-use code editor. This plugin is designed to meet the needs of administrators who would like to add their own CSS or JS to their Shopify website.

Styles and Javascript files created with this plugin will be included in your theme files. This results in fast loading times for your customers.  more    ",Rating (2.4),2,"October 15, 2020","Page enhancements - Other, Page enhancements - Other",karachosoftware@gmail.com
Japan Order CSV ,"   Japan Order CSV is an application built specifically to meet the needs of Japanese merchants on Shopify. Save time spent on data formatting and conversion work and improve the efficiency of your fulfillment process.

# Some Basic Features at zero cost:

 * Shift-JIS file encoding – no more garbled characters!
 * Japanese name order
 * Prefecture names displayed instead of prefecture code
 * Post codes formatted to Japanese standard
 * Proper handling of full width alphanumeric characters
 *...   Japan Order CSV is an application built specifically to meet the needs of Japanese merchants on Shopify. Save time spent on data formatting and conversion work and improve the efficiency of your fulfillment process.

# Some Basic Features at zero cost:

 * Shift-JIS file encoding – no more garbled characters!
 * Japanese name order
 * Prefecture names displayed instead of prefecture code
 * Post codes formatted to Japanese standard
 * Proper handling of full width alphanumeric characters
 *...  more    ",Rating (3.6),12,"March 22, 2018","Customer order tracking, Fulfilling orders - Other, Customer order tracking, Fulfilling orders - Other",support@flagship.cc
JivoChat Live Chat & Chatbot ," Unify your customer care in one omnichannel app and increase your sales by converting your visitors.  Bring all your communication into one app: Chat Widget on your store, Instagram, WhatsApp, Facebook, Email, Phone, Apple Business, Telegram, and many more with the support of a Chatbot if you wish. Work as a team and conclude your sales offers and support tickets with our internal CRM. Our charming, user-friendly, and responsive design, is easy to use and works perfectly on any device. Our conversion-boosting features will ensure you won\'t miss opportunities anymore, let\'s boost your sales!   Bring all your communication into one app: Chat Widget on your store, Instagram, WhatsApp, Facebook, Email, Phone, Apple Business, Telegram, and many more with the support of a Chatbot if you wish. Work as a team and conclude your sales offers and support tickets with our internal CRM. Our charming, user-friendly, and responsive design, is easy to use and works perfectly on any device. Our conversion-boosting features will ensure you won\'t miss opportunities anymore, let\'s boost your sales!  more         All major messaging platforms are integrated into Jivo with the boost of chatbot         Offer calls from your website (even video calls) with your phone number         Send smart auto-messages to your visitors upon conditions to convert them         Use internal CRM to follow up with offers, requests and build your customer base         Chat routing, departments, phrases, transfers, reminders and many more...    ",Rating (4.5),106,"August 17, 2017","Chat, Chat",+1 (408) 498-7855
Justuno ‑ Email & SMS Pop ups ," Convert more website traffic into customers with personalized onsite messaging at every touchpoint.  Justuno’s Conversion Automation Platform provides lead capture (SMS & email), exit offers, cart abandonment / cart recovery, message + shipping banners, product recommendations, age verification, and all website pop ups (popups). 
* Collect zero + first-party data 
* Email + SMS lead capture (two-step, tap to text)
* 80+ targeting rules including geo-targeting + utm
* A/B tests to optimize for conversions
* 200+ pre-built workflow templates
* Upsell, Cross-sell with AI product recommendations   Justuno’s Conversion Automation Platform provides lead capture (SMS & email), exit offers, cart abandonment / cart recovery, message + shipping banners, product recommendations, age verification, and all website pop ups (popups). 
* Collect zero + first-party data 
* Email + SMS lead capture (two-step, tap to text)
* 80+ targeting rules including geo-targeting + utm
* A/B tests to optimize for conversions
* 200+ pre-built workflow templates
* Upsell, Cross-sell with AI product recommendations  more         Custom Visitor Experience Workflows: Visualize Your Entire Visitor Journey         80+ Audience Targeting & Segmentation Rules (Geo-targeting, UTM Targeting, etc)         200+ Pre-built Visitor Experience Workflows to Maximize Conversions Fast + Easy         Fully Responsive Popup (Pop up) Designs Throughout Each Visitor Workflow         Multi-Step Quizzes + Surveys to Capture Zero + First Party Data, Lead Capture    ",Rating (5),2,"April 5, 2022","Email capture, Popups, Email capture, Popups",support@justuno.com
NS ‑ Jewelry Dropshipping ," Sell jewelry with your logo on it. US dropshipper, so you hold no inventory and we ship for you.  Build a brand by offering high-quality, private label jewelry to your customers. Every jewelry item comes in a box with your logo on it, packed inside a packer with your logo on it.   Build a brand by offering high-quality, private label jewelry to your customers. Every jewelry item comes in a box with your logo on it, packed inside a packer with your logo on it.  more         Your brand. Every dropship jewelry item has your logo on the box and mailer.         High quality. We hand picked each item to ensure high quality.         Fast shipping. All orders ship from the USA within 3 days. All dropshipped.    ",Rating (5),1,"October 26, 2022","Dropshipping, Print on demand (POD), Dropshipping, Print on demand (POD)",support@nichestar.io
JustViewed ‑ Recently Products ," Refresh your buyer’s memory and boost sales by Recently Viewed Products in your store.  Generate more revenue | Soft-sell products | Simplify the checkout process.

Customers may want to pick up their shopping journey from where they have last left off. The Recently Viewed Products feature offers them an overview of the items they may have explored of late. It serves as a reminder for recently viewed items that once held their interest and encourages them to complete the purchase.

We also offer homepage customization to display Recently Viewed Products on the home screen.   Generate more revenue | Soft-sell products | Simplify the checkout process.

Customers may want to pick up their shopping journey from where they have last left off. The Recently Viewed Products feature offers them an overview of the items they may have explored of late. It serves as a reminder for recently viewed items that once held their interest and encourages them to complete the purchase.

We also offer homepage customization to display Recently Viewed Products on the home screen.  more         Multiple Language Translation Support         Mobile-friendly display without losing out on features and functionalities.         Customize the “Buy Now/Add to Cart” button to maintain brand consistency.         Customize recently viewed products with border and background color and display.         Enable or disable the recently viewed product slider and auto slider feature.    ",Rating (4.7),80,"May 30, 2018","Recently viewed, Recently viewed",support@prezenapps.com
IndocoLite ," Realtime Indonesian shipping app  With Indocolite, you can integrate popular shipping courier services in Indonesia into your website\'s checkout page. Shipping rates will be taken from this courier service server in real-time. You do not need to change the rates manually on your own. This will really save you a lot of time. Indocolite has a tracking feature where your customers will be able to track the shipment. Advanced features: multi-origin support, shipping cost subsidy, unique payment code.   With Indocolite, you can integrate popular shipping courier services in Indonesia into your website\'s checkout page. Shipping rates will be taken from this courier service server in real-time. You do not need to change the rates manually on your own. This will really save you a lot of time. Indocolite has a tracking feature where your customers will be able to track the shipment. Advanced features: multi-origin support, shipping cost subsidy, unique payment code.  more         Calculate local and international shipping costs in real-time.         Order tracking and email notification, which is so useful for your customers.         Integrated with all popular courier services in Indonesia.         Advanced shipping rate features: Shipping cost subsidy and unique code.         Fully Integrated and Zero Theme Editing.    ",Rating (4.8),6,"August 26, 2020","Outsourced fulfillment, Shipping rate calculator, Outsourced fulfillment, Shipping rate calculator",support@indocolite.com
Jumbo ‑ Page speed optimizer ,"   # Jumbo Shopify Page Speed Optimizer.

Jumbo optimizes the load speed of your pages by pre-loading them as soon as your visitors hover their mouse on a link.

This allows you to implement almost instant page load across your site resulting in lower drop off and higher conversion.

# How fast is my page going to load?

After installing the script, the page should load noticeably faster since the core of the page is going to be pre-loaded before you even click on the link.

Since product...   # Jumbo Shopify Page Speed Optimizer.

Jumbo optimizes the load speed of your pages by pre-loading them as soon as your visitors hover their mouse on a link.

This allows you to implement almost instant page load across your site resulting in lower drop off and higher conversion.

# How fast is my page going to load?

After installing the script, the page should load noticeably faster since the core of the page is going to be pre-loaded before you even click on the link.

Since product...  more    ",Rating (4.6),22,"July 7, 2020","Speed optimization, Speed optimization",contact@tryjumbo.com
Justuno ‑ Email & SMS Pop ups ," AI-driven conversion platform where intelligent conversion optimization meets personalized marketing  Justuno is a premium conversion marketing and analytics platform that provides retailers with powerful tools to increase conversions. With Justuno, engage and convert visitors with effective marketing touchpoints like Ecommerce promotions, email capture popups, relevant website messaging, and more!  Incredible design capabilities, robust traffic segmentation, conversion analytics, and more at your fingertips.   Justuno is a premium conversion marketing and analytics platform that provides retailers with powerful tools to increase conversions. With Justuno, engage and convert visitors with effective marketing touchpoints like Ecommerce promotions, email capture popups, relevant website messaging, and more!  Incredible design capabilities, robust traffic segmentation, conversion analytics, and more at your fingertips.  more         Lead Capture: Target new visitors and increase your email database         Recover Abandoned Carts: Use exit offers to reduce bounce rate         Commerce AI: Improve AOV with intelligent product recommendations         Audience Sync: Improve ROAS by connecting email lists from Google Ads & Facebook         Personalization: Personalized onsite experiences to engage visitors    ",Rating (4.6),"2,325","September 17, 2013","Email capture, Popups, Email capture, Popups",support@justuno.com
JustUpsell ‑ Checkbox Upsell ," Easily add a checkbox to your product pages, giving customers the possibility to add an Upsell  Introducing JustUpsell, the ultimate app for store owners looking to increase their revenue. With JustUpsell, you can easily add a checkbox to your product pages, giving customers the possibility to add an upsell product to their purchase. This simple yet powerful feature can help boost your sales and increase your revenue with minimal effort. Whether you\'re a small business owner or a large enterprise, JustUpsell is the perfect solution for making more money from every customer.   Introducing JustUpsell, the ultimate app for store owners looking to increase their revenue. With JustUpsell, you can easily add a checkbox to your product pages, giving customers the possibility to add an upsell product to their purchase. This simple yet powerful feature can help boost your sales and increase your revenue with minimal effort. Whether you\'re a small business owner or a large enterprise, JustUpsell is the perfect solution for making more money from every customer.  more         Ability to add a checkbox to your product pages         Choose which products to offer as upsells         Detailed analytics and reports, so you can track your upsell performance    ",Rating (5),1,"January 30, 2023","Upselling and cross-selling, Upselling and cross-selling",contact@llcversus.com
Locad ," All systems go with the logistics engine for you to store, pack, ship & track orders in Asia-Pacific  Locad is the logistics engine for e-commerce brands to systematically store, pack, ship, and track orders across Asia-Pacific.

Our tech platform syncs inventory across online channels and organizes end-to-end order fulfillment through our reliable network of warehouses and shipping partners across Singapore, the Philippines, Thailand, Hong Kong, and Australia, with more locations opening soon.   Locad is the logistics engine for e-commerce brands to systematically store, pack, ship, and track orders across Asia-Pacific.

Our tech platform syncs inventory across online channels and organizes end-to-end order fulfillment through our reliable network of warehouses and shipping partners across Singapore, the Philippines, Thailand, Hong Kong, and Australia, with more locations opening soon.  more         Inventory Dashboard         Automated Order Fulfillment and Visibility         Shipping Optimization         Accurate Reporting and Analysis         Order Management    ",Rating (5),3,"July 12, 2022","Sales analytics, Fulfilling orders - Other, Sales analytics, Fulfilling orders - Other",help@golocad.com
Juni ," Get a centralised overview of your stores with real-time data and insights.  Payouts are one of the most important parts of your stores, now, you will be able to know when are you going to have your next payout, and a list of all the previous ones. You will be able of filtering them, by status and date, to have a clear overview of the money movements of your store.   Payouts are one of the most important parts of your stores, now, you will be able to know when are you going to have your next payout, and a list of all the previous ones. You will be able of filtering them, by status and date, to have a clear overview of the money movements of your store.  more         See all your upcoming Shopify Payments payouts amounts and dates.         See your gross sales, net sales and store costs.         See Average Order Value and returning vs. first time customers and more.         Top performing products and countries of sales.    ",Rating (5),1,"September 21, 2022","Finances - Other, Finances - Other",devops@juni.co
JUMiNGO ‑ express delivery ," Your free store integration for worldwide express shipping. Fast, cheap and customer oriented  With our new Shopify integration, we offer you an automated, powerful connection of your online store to your JUMiNGO customer account. Benefit from:

- a free connection and full usability without contract commitment or subscription
- easy & fast shipping at the best price-performance ratio to 230 countries & regions
- a structured overview of all shipment information (e.g. tracking) 
- the possibility to send only standard or express shipments or both via JUMiNGO   With our new Shopify integration, we offer you an automated, powerful connection of your online store to your JUMiNGO customer account. Benefit from:

- a free connection and full usability without contract commitment or subscription
- easy & fast shipping at the best price-performance ratio to 230 countries & regions
- a structured overview of all shipment information (e.g. tracking) 
- the possibility to send only standard or express shipments or both via JUMiNGO  more         Cheap express shipping worldwide         Top carrier network         All-in-one shipping solution    ",Rating (5),1,"May 6, 2022","Shipping labels, Shipping rate calculator, Shipping labels, Shipping rate calculator",info@jumingo.com
Rakuten Ichiba (JP) ,"   # Selling with Shopify and Rakuten
Sell on one of Japan\'s largest marketplaces by publishing your Shopify products on the Rakuten Ichiba marketplace.  Using this sales channel you can easily manage your inventory across the two platforms and fulfill your orders from the existing admin interface.

Here\'s what you can do when you sell with Shopify and Rakuten:

* Easily create Rakuten listings for your Shopify products
* Consolidate your inventory and order management
* Grow your brand...   # Selling with Shopify and Rakuten
Sell on one of Japan\'s largest marketplaces by publishing your Shopify products on the Rakuten Ichiba marketplace.  Using this sales channel you can easily manage your inventory across the two platforms and fulfill your orders from the existing admin interface.

Here\'s what you can do when you sell with Shopify and Rakuten:

* Easily create Rakuten listings for your Shopify products
* Consolidate your inventory and order management
* Grow your brand...  more    ",Rating (2.1),8,"March 10, 2020","Online marketplaces, Online marketplaces",rakuten.support@bywardlabs.com
